*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月09日
时间：09:39:03
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
000581        0     000300898.1       接收     0000060C      标准帧      数据帧        07     02 7C 63 3A 02 20 E8      
000582        0     000300898.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000583        0     000300898.6       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000584        0     000300898.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000585        0     000300899.2       接收     0000060D      标准帧      数据帧        08     00 7C AF A0 70 80 05 05      
000586        0     000300971.9       接收     0000060A      标准帧      数据帧        04     03 1F D7 10      
000587        0     000300972.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 4F      
000588        0     000300972.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 1F E1 71      
000589        0     000300972.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7C      
000590        0     000300972.9       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000591        0     000300973.1       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000592        0     000300973.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000593        0     000300973.6       接收     0000060D      标准帧      数据帧        08     08 7C AF A0 70 80 05 05      
000594        0     000300973.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000595        0     000300974.2       接收     0000060D      标准帧      数据帧        08     00 7C AF A0 70 80 05 05      
000596        0     000301041.9       接收     0000060A      标准帧      数据帧        04     03 1F D9 10      
000597        0     000301042.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 4F      
000598        0     000301042.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 1F E1 71      
000599        0     000301042.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000600        0     000301042.9       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000601        0     000301043.1       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000602        0     000301043.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000603        0     000301043.6       接收     0000060D      标准帧      数据帧        08     08 7C AF A0 70 80 05 05      
000604        0     000301043.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000605        0     000301044.2       接收     0000060D      标准帧      数据帧        08     00 7C 8F A0 70 80 05 05      
000606        0     000301111.8       接收     0000060A      标准帧      数据帧        04     03 1F DB 10      
000607        0     000301112.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 07 80 20 21 50      
000608        0     000301112.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 20 01 71      
000609        0     000301112.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000610        0     000301112.9       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000611        0     000301113.1       接收     0000060C      标准帧      数据帧        07     02 84 61 3A 02 20 E8      
000612        0     000301113.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000613        0     000301113.6       接收     0000060D      标准帧      数据帧        08     08 7C AF A0 70 80 05 05      
000614        0     000301113.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000615        0     000301114.2       接收     0000060D      标准帧      数据帧        08     00 7C 8F A0 70 80 05 05      
000616        0     000301186.8       接收     0000060A      标准帧      数据帧        04     03 1F DD 10      
000617        0     000301187.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 07 80 20 01 50      
000618        0     000301187.4       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 20 01 71      
000619        0     000301187.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000620        0     000301187.9       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000621        0     000301188.1       接收     0000060C      标准帧      数据帧        07     02 7C 61 3A 02 20 E8      
000622        0     000301188.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000623        0     000301188.6       接收     0000060D      标准帧      数据帧        08     08 7C AF A0 70 80 05 05      
000624        0     000301188.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000625        0     000301189.2       接收     0000060D      标准帧      数据帧        08     00 7C 6F A0 70 80 05 05      
000626        0     000301256.8       接收     0000060A      标准帧      数据帧        04     03 1F DF 10      
000627        0     000301257.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 07 80 20 01 50      
000628        0     000301257.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F8 80 20 01 71      
000629        0     000301257.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000630        0     000301257.9       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000631        0     000301258.1       接收     0000060C      标准帧      数据帧        07     02 84 61 3A 02 20 E8      
000632        0     000301258.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000633        0     000301258.6       接收     0000060D      标准帧      数据帧        08     08 7C AF A0 70 80 05 05      
000634        0     000301258.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000635        0     000301259.1       接收     0000060D      标准帧      数据帧        08     00 7C 8F A0 70 80 05 05      
000636        0     000301326.8       接收     0000060A      标准帧      数据帧        04     03 1F E1 10      
000637        0     000301327.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 07 80 20 01 50      
000638        0     000301327.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000639        0     000301327.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000640        0     000301327.9       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000641        0     000301328.1       接收     0000060C      标准帧      数据帧        07     02 84 61 3A 02 20 E8      
000642        0     000301328.3       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000643        0     000301328.6       接收     0000060D      标准帧      数据帧        08     08 7C AF A0 70 80 05 05      
000644        0     000301328.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000645        0     000301329.1       接收     0000060D      标准帧      数据帧        08     00 7C 6F A0 70 80 05 05      
000646        0     000301396.8       接收     0000060A      标准帧      数据帧        04     03 1F E3 10      
000647        0     000301397.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 07 80 20 01 50      
000648        0     000301397.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000649        0     000301397.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000650        0     000301397.9       接收     0000060C      标准帧      数据帧        07     08 8C E7 3A 82 20 CC      
000651        0     000301398.1       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000652        0     000301398.4       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000653        0     000301398.6       接收     0000060D      标准帧      数据帧        08     08 7C AF A0 70 80 05 05      
000654        0     000301398.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000655        0     000301399.2       接收     0000060D      标准帧      数据帧        08     00 7C 8F A0 70 80 05 05      
000656        0     000301471.8       接收     0000060A      标准帧      数据帧        04     03 1F E5 10      
000657        0     000301472.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000658        0     000301472.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000659        0     000301472.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000660        0     000301472.8       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 C8      
000661        0     000301473.1       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000662        0     000301473.3       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000663        0     000301473.6       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000664        0     000301473.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000665        0     000301474.1       接收     0000060D      标准帧      数据帧        08     00 7C AF A0 70 80 05 05      
000666        0     000301541.8       接收     0000060A      标准帧      数据帧        04     03 1F E7 10      
000667        0     000301542.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 50      
000668        0     000301542.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000669        0     000301542.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000670        0     000301542.8       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000671        0     000301543.1       接收     0000060C      标准帧      数据帧        07     02 84 61 3A 02 20 E8      
000672        0     000301543.3       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000673        0     000301543.6       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000674        0     000301543.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000675        0     000301544.1       接收     0000060D      标准帧      数据帧        08     00 7C AF A0 70 80 05 05      
000676        0     000301611.8       接收     0000060A      标准帧      数据帧        04     03 1F E9 10      
000677        0     000301612.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 07 80 20 01 50      
000678        0     000301612.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000679        0     000301612.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7E      
000680        0     000301612.8       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000681        0     000301613.1       接收     0000060C      标准帧      数据帧        07     02 84 61 3A 02 20 E8      
000682        0     000301613.3       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000683        0     000301613.6       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000684        0     000301613.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000685        0     000301614.1       接收     0000060D      标准帧      数据帧        08     00 7C AF A0 70 80 05 05      
000686        0     000301686.8       接收     0000060A      标准帧      数据帧        04     03 1F EB 10      
000687        0     000301687.1       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 51      
000688        0     000301687.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 01 71      
000689        0     000301687.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000690        0     000301687.8       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000691        0     000301688.1       接收     0000060C      标准帧      数据帧        07     02 84 61 3A 02 20 E8      
000692        0     000301688.3       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000693        0     000301688.6       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000694        0     000301688.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000695        0     000301689.1       接收     0000060D      标准帧      数据帧        08     00 7C AF A0 70 80 05 05      
000696        0     000301756.8       接收     0000060A      标准帧      数据帧        04     03 1F ED 10      
000697        0     000301757.0       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 51      
000698        0     000301757.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 21 71      
000699        0     000301757.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000700        0     000301757.8       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 82 20 E8      
000701        0     000301758.1       接收     0000060C      标准帧      数据帧        07     02 84 61 3A 02 20 E8      
000702        0     000301758.3       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000703        0     000301758.6       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000704        0     000301758.9       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000705        0     000301759.1       接收     0000060D      标准帧      数据帧        08     00 7C CF A0 70 80 05 05      
000706        0     000301826.8       接收     0000060A      标准帧      数据帧        04     03 1F EF 10      
000707        0     000301827.0       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 51      
000708        0     000301827.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 21 71      
000709        0     000301827.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000710        0     000301827.8       接收     0000060C      标准帧      数据帧        07     08 8C E5 3A 82 20 E8      
000711        0     000301828.1       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000712        0     000301828.3       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000713        0     000301828.6       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
000714        0     000301828.8       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0E 0C      
000715        0     000301829.1       接收     0000060D      标准帧      数据帧        08     00 7C CF A0 70 80 05 05      
000716        0     000301892.0       接收     00000201      标准帧      数据帧        08     40 19 00 00 10 F4 00 00      
000717        0     000301892.1       接收     00000700      标准帧      数据帧        04     04 1E 01 00      
000718        0     000301901.8       接收     0000060A      标准帧      数据帧        04     03 1F F1 10      
000719        0     000301902.0       接收     0000060B      标准帧      数据帧        08     08 4F 44 06 80 20 01 51      
000720        0     000301902.3       接收     0000060B      标准帧      数据帧        08     02 4F 83 F9 80 20 21 71      
000721        0     000301902.6       接收     0000060B      标准帧      数据帧        08     00 4F 5C 33 80 20 01 7D      
000722        0     000301902.8       接收     0000060C      标准帧      数据帧        07     08 8C A5 3A 02 20 E8      
000723        0     000301903.1       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000724        0     000301903.3       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 82 20 E8      
000725        0     000301903.6       接收     0000060D      标准帧      数据帧        08     08 7C CF A0 70 80 05 05      
