*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月04日
时间：10:19:54
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
004231        0     000081888.0       接收     0000060D      标准帧      数据帧        08     03 7C EF A1 70 80 0D 0C      
004232        0     000081888.2       接收     0000060D      标准帧      数据帧        08     05 7B 8F A0 70 80 05 05      
004233        0     000081955.1       接收     0000060A      标准帧      数据帧        04     05 03 AD 10      
004234        0     000081955.4       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004235        0     000081955.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8A      
004236        0     000081955.9       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7D      
004237        0     000081956.2       接收     0000060B      标准帧      数据帧        08     01 4F BC 00 80 20 01 74      
004238        0     000081956.4       接收     0000060B      标准帧      数据帧        08     05 4F 7C 46 80 20 21 8F      
004239        0     000081956.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004240        0     000081956.9       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
004241        0     000081957.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004242        0     000081957.4       接收     0000060C      标准帧      数据帧        07     01 A5 27 8D 82 20 64      
004243        0     000081957.7       接收     0000060C      标准帧      数据帧        07     05 A5 6F 7C 02 20 8C      
004244        0     000081958.0       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004245        0     000081958.2       接收     0000060D      标准帧      数据帧        08     02 7C 6F A1 70 80 0A 0C      
004246        0     000081958.5       接收     0000060D      标准帧      数据帧        08     03 7C EF A1 70 80 0D 0C      
004247        0     000081958.7       接收     0000060D      标准帧      数据帧        08     01 7D 0F A0 70 80 05 05      
004248        0     000081959.0       接收     0000060D      标准帧      数据帧        08     05 7B 8F A0 70 80 05 05      
004249        0     000082025.1       接收     0000060A      标准帧      数据帧        04     05 03 AF 10      
004250        0     000082025.4       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004251        0     000082025.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8A      
004252        0     000082025.9       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7D      
004253        0     000082026.2       接收     0000060B      标准帧      数据帧        08     01 4F BC 00 80 20 01 74      
004254        0     000082026.4       接收     0000060B      标准帧      数据帧        08     05 4F 7C 46 80 20 21 8F      
004255        0     000082026.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004256        0     000082026.9       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
004257        0     000082027.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004258        0     000082027.4       接收     0000060C      标准帧      数据帧        07     01 A5 2B 8D 02 20 68      
004259        0     000082027.7       接收     0000060C      标准帧      数据帧        07     05 AD 6F 7C 02 20 8C      
004260        0     000082027.9       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004261        0     000082028.2       接收     0000060D      标准帧      数据帧        08     02 7C 4F A1 70 80 0A 0C      
004262        0     000082028.5       接收     0000060D      标准帧      数据帧        08     03 7C EF A1 70 80 0D 0C      
004263        0     000082028.7       接收     0000060D      标准帧      数据帧        08     01 7D CF A0 70 80 05 05      
004264        0     000082029.0       接收     0000060D      标准帧      数据帧        08     05 7B 8F A0 70 80 05 05      
004265        0     000082100.1       接收     0000060A      标准帧      数据帧        04     05 03 B1 10      
004266        0     000082100.4       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004267        0     000082100.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8A      
004268        0     000082100.9       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7D      
004269        0     000082101.1       接收     0000060B      标准帧      数据帧        08     01 4F BC 00 80 20 01 74      
004270        0     000082101.4       接收     0000060B      标准帧      数据帧        08     05 4F 7C 46 80 20 21 8F      
004271        0     000082101.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004272        0     000082101.9       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
004273        0     000082102.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004274        0     000082102.4       接收     0000060C      标准帧      数据帧        07     01 A5 2D 8D 02 20 48      
004275        0     000082102.7       接收     0000060C      标准帧      数据帧        07     05 AD 6F 7C 02 20 6C      
004276        0     000082102.9       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004277        0     000082103.2       接收     0000060D      标准帧      数据帧        08     02 7C 4F A1 70 80 0A 0C      
004278        0     000082103.4       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004279        0     000082103.7       接收     0000060D      标准帧      数据帧        08     01 7E 0F A0 70 80 05 05      
004280        0     000082104.0       接收     0000060D      标准帧      数据帧        08     05 7B 8F A0 70 80 05 05      
004281        0     000082170.1       接收     0000060A      标准帧      数据帧        04     05 03 B3 10      
004282        0     000082170.4       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004283        0     000082170.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8A      
004284        0     000082170.9       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7D      
004285        0     000082171.1       接收     0000060B      标准帧      数据帧        08     01 4F BC 00 80 20 01 74      
004286        0     000082171.4       接收     0000060B      标准帧      数据帧        08     05 4F 84 4A 80 20 A1 8D      
004287        0     000082171.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004288        0     000082171.9       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
004289        0     000082172.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004290        0     000082172.4       接收     0000060C      标准帧      数据帧        07     01 A5 6F 7D 02 20 48      
004291        0     000082172.6       接收     0000060C      标准帧      数据帧        07     05 AD 6F 6C 02 20 68      
004292        0     000082172.9       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004293        0     000082173.2       接收     0000060D      标准帧      数据帧        08     02 7C 4F A1 70 80 0A 0C      
004294        0     000082173.4       接收     0000060D      标准帧      数据帧        08     03 7D 2F A1 70 80 0D 0C      
004295        0     000082173.7       接收     0000060D      标准帧      数据帧        08     01 7E 0F A0 70 80 05 05      
004296        0     000082174.0       接收     0000060D      标准帧      数据帧        08     05 7D CF A0 70 80 05 05      
004297        0     000082235.3       接收     00000201      标准帧      数据帧        08     40 1F 40 00 10 F4 00 00      
004298        0     000082235.4       接收     00000700      标准帧      数据帧        04     04 1E 01 00      
004299        0     000082240.1       接收     0000060A      标准帧      数据帧        04     05 03 B5 10      
004300        0     000082240.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004301        0     000082240.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8A      
004302        0     000082240.9       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7D      
004303        0     000082241.1       接收     0000060B      标准帧      数据帧        08     01 4F BC 00 80 20 01 73      
004304        0     000082241.4       接收     0000060B      标准帧      数据帧        08     05 4F 84 4A 80 20 A1 8D      
004305        0     000082241.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004306        0     000082241.9       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
004307        0     000082242.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004308        0     000082242.4       接收     0000060C      标准帧      数据帧        07     01 A5 6F 7D 02 20 28      
004309        0     000082242.6       接收     0000060C      标准帧      数据帧        07     05 AD 6F 6C 02 20 6C      
004310        0     000082242.9       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004311        0     000082243.2       接收     0000060D      标准帧      数据帧        08     02 7C 4F A1 70 80 0A 0C      
004312        0     000082243.4       接收     0000060D      标准帧      数据帧        08     03 7D 2F A1 70 80 0D 0C      
004313        0     000082243.7       接收     0000060D      标准帧      数据帧        08     01 7E 0F A0 70 80 05 05      
004314        0     000082244.0       接收     0000060D      标准帧      数据帧        08     05 7D CF A0 70 80 05 05      
004315        0     000082310.1       接收     0000060A      标准帧      数据帧        04     04 03 B7 10      
004316        0     000082310.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004317        0     000082310.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004318        0     000082310.9       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7C      
004319        0     000082311.1       接收     0000060B      标准帧      数据帧        08     05 4F 8C 4D 80 60 E1 8A      
004320        0     000082311.4       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004321        0     000082311.6       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
004322        0     000082311.9       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004323        0     000082312.1       接收     0000060C      标准帧      数据帧        07     05 A5 6D 6B 82 20 68      
004324        0     000082312.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004325        0     000082312.7       接收     0000060D      标准帧      数据帧        08     02 7C 6F A1 70 80 0A 0C      
004326        0     000082312.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004327        0     000082313.2       接收     0000060D      标准帧      数据帧        08     05 7D 2F A0 70 80 05 05      
004328        0     000082385.1       接收     0000060A      标准帧      数据帧        04     04 03 B9 10      
004329        0     000082385.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004330        0     000082385.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004331        0     000082385.9       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7C      
004332        0     000082386.1       接收     0000060B      标准帧      数据帧        08     05 4F 8C 4D 80 60 E1 8A      
004333        0     000082386.4       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004334        0     000082386.6       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
004335        0     000082386.9       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004336        0     000082387.1       接收     0000060C      标准帧      数据帧        07     05 AD 6D 6B 82 20 6C      
004337        0     000082387.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004338        0     000082387.6       接收     0000060D      标准帧      数据帧        08     02 7C 8F A1 70 80 0A 0C      
004339        0     000082387.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004340        0     000082388.2       接收     0000060D      标准帧      数据帧        08     05 7D 2F A0 70 80 05 05      
004341        0     000082455.1       接收     0000060A      标准帧      数据帧        04     04 03 BB 10      
004342        0     000082455.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004343        0     000082455.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004344        0     000082455.9       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7C      
004345        0     000082456.1       接收     0000060B      标准帧      数据帧        08     05 4F 94 4E 80 60 E1 8A      
004346        0     000082456.4       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004347        0     000082456.6       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
004348        0     000082456.9       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004349        0     000082457.1       接收     0000060C      标准帧      数据帧        07     05 AD 6D 6B 82 20 4C      
004350        0     000082457.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004351        0     000082457.7       接收     0000060D      标准帧      数据帧        08     02 7C 8F A1 70 80 0A 0C      
004352        0     000082457.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004353        0     000082458.2       接收     0000060D      标准帧      数据帧        08     05 7D 2F A0 70 80 05 05      
004354        0     000082530.1       接收     0000060A      标准帧      数据帧        04     04 03 BD 10      
004355        0     000082530.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004356        0     000082530.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004357        0     000082530.9       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 21 7C      
004358        0     000082531.1       接收     0000060B      标准帧      数据帧        08     05 4F 94 4E 80 60 E1 8A      
004359        0     000082531.4       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004360        0     000082531.6       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
004361        0     000082531.9       接收     0000060C      标准帧      数据帧        07     03 84 61 3A 02 20 E8      
004362        0     000082532.1       接收     0000060C      标准帧      数据帧        07     05 AD 6D 6B 82 20 4C      
004363        0     000082532.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004364        0     000082532.6       接收     0000060D      标准帧      数据帧        08     02 7C AF A1 70 80 0A 0C      
004365        0     000082532.9       接收     0000060D      标准帧      数据帧        08     03 7D 2F A1 70 80 0D 0C      
004366        0     000082533.2       接收     0000060D      标准帧      数据帧        08     05 7D 2F A0 70 80 05 05      
004367        0     000082600.1       接收     0000060A      标准帧      数据帧        04     04 03 BF 10      
004368        0     000082600.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004369        0     000082600.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004370        0     000082600.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 21 7C      
004371        0     000082601.1       接收     0000060B      标准帧      数据帧        08     05 4F 94 4F 80 60 61 8A      
004372        0     000082601.4       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004373        0     000082601.6       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004374        0     000082601.9       接收     0000060C      标准帧      数据帧        07     03 84 61 3A 02 20 E8      
004375        0     000082602.1       接收     0000060C      标准帧      数据帧        07     05 AD 6F 6B 82 20 4C      
004376        0     000082602.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004377        0     000082602.6       接收     0000060D      标准帧      数据帧        08     02 7C EF A1 70 80 0A 0C      
004378        0     000082602.9       接收     0000060D      标准帧      数据帧        08     03 7D 2F A1 70 80 0D 0C      
004379        0     000082603.2       接收     0000060D      标准帧      数据帧        08     05 7D 2F A0 70 80 05 05      
004380        0     000082670.1       接收     0000060A      标准帧      数据帧        04     04 03 C1 10      
004381        0     000082670.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004382        0     000082670.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004383        0     000082670.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7C      
004384        0     000082671.1       接收     0000060B      标准帧      数据帧        08     05 4F 8C 4A 80 1F C1 8B      
004385        0     000082671.4       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004386        0     000082671.6       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004387        0     000082671.9       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004388        0     000082672.1       接收     0000060C      标准帧      数据帧        07     05 AD 6D 5B 02 20 48      
004389        0     000082672.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004390        0     000082672.6       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0A 0C      
004391        0     000082672.9       接收     0000060D      标准帧      数据帧        08     03 7D 2F A1 70 80 0D 0C      
004392        0     000082673.2       接收     0000060D      标准帧      数据帧        08     05 7B EF A0 70 80 05 05      
004393        0     000082740.1       接收     0000060A      标准帧      数据帧        04     04 03 C3 10      
004394        0     000082740.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004395        0     000082740.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004396        0     000082740.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7C      
004397        0     000082741.1       接收     0000060B      标准帧      数据帧        08     05 4F 8C 4A 80 1F C1 8B      
004398        0     000082741.4       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004399        0     000082741.6       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004400        0     000082741.9       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004401        0     000082742.1       接收     0000060C      标准帧      数据帧        07     05 AD 6D 5B 02 20 4C      
004402        0     000082742.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004403        0     000082742.6       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0A 0C      
004404        0     000082742.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004405        0     000082743.2       接收     0000060D      标准帧      数据帧        08     05 7B EF A0 70 80 05 05      
004406        0     000082815.1       接收     0000060A      标准帧      数据帧        04     04 03 C5 10      
004407        0     000082815.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004408        0     000082815.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004409        0     000082815.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7C      
004410        0     000082816.1       接收     0000060B      标准帧      数据帧        08     05 4F 8C 4A 80 1F C1 8B      
004411        0     000082816.4       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004412        0     000082816.6       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004413        0     000082816.9       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004414        0     000082817.1       接收     0000060C      标准帧      数据帧        07     05 AD 6D 5B 02 20 2C      
004415        0     000082817.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004416        0     000082817.6       接收     0000060D      标准帧      数据帧        08     02 7C EF A1 70 80 0A 0C      
004417        0     000082817.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004418        0     000082818.2       接收     0000060D      标准帧      数据帧        08     05 7B EF A0 70 80 05 05      
004419        0     000082885.1       接收     0000060A      标准帧      数据帧        04     03 03 C7 10      
004420        0     000082885.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004421        0     000082885.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004422        0     000082885.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7C      
004423        0     000082886.1       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004424        0     000082886.3       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004425        0     000082886.6       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004426        0     000082886.9       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004427        0     000082887.1       接收     0000060D      标准帧      数据帧        08     02 7C EF A1 70 80 0A 0C      
004428        0     000082887.4       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004429        0     000082955.1       接收     0000060A      标准帧      数据帧        04     03 03 C9 10      
004430        0     000082955.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004431        0     000082955.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 8B      
004432        0     000082955.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7C      
004433        0     000082956.1       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004434        0     000082956.3       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004435        0     000082956.6       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004436        0     000082956.8       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004437        0     000082957.1       接收     0000060D      标准帧      数据帧        08     02 7C EF A1 70 80 0A 0C      
004438        0     000082957.4       接收     0000060D      标准帧      数据帧        08     03 7D 2F A1 70 80 0D 0C      
004439        0     000083030.1       接收     0000060A      标准帧      数据帧        04     03 03 CB 10      
004440        0     000083030.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004441        0     000083030.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 8B      
004442        0     000083030.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7C      
004443        0     000083031.1       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004444        0     000083031.3       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004445        0     000083031.6       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004446        0     000083031.8       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004447        0     000083032.1       接收     0000060D      标准帧      数据帧        08     02 7C EF A1 70 80 0A 0C      
004448        0     000083032.4       接收     0000060D      标准帧      数据帧        08     03 7D 4F A1 70 80 0D 0C      
004449        0     000083100.1       接收     0000060A      标准帧      数据帧        04     04 03 CD 10      
004450        0     000083100.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004451        0     000083100.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 8B      
004452        0     000083100.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7C      
004453        0     000083101.1       接收     0000060B      标准帧      数据帧        08     01 4F 74 46 80 20 01 92      
004454        0     000083101.3       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004455        0     000083101.6       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004456        0     000083101.8       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004457        0     000083102.1       接收     0000060C      标准帧      数据帧        07     01 A5 29 8D 82 20 64      
004458        0     000083102.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004459        0     000083102.6       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0A 0C      
004460        0     000083102.9       接收     0000060D      标准帧      数据帧        08     03 7D 2F A1 70 80 0D 0C      
004461        0     000083103.1       接收     0000060D      标准帧      数据帧        08     01 7D 0F A0 70 80 05 05      
004462        0     000083170.0       接收     0000060A      标准帧      数据帧        04     04 03 CF 10      
004463        0     000083170.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004464        0     000083170.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 8B      
004465        0     000083170.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7C      
004466        0     000083171.1       接收     0000060B      标准帧      数据帧        08     01 4F 74 46 80 20 01 92      
004467        0     000083171.3       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004468        0     000083171.6       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004469        0     000083171.8       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004470        0     000083172.1       接收     0000060C      标准帧      数据帧        07     01 A5 2D 8D 82 20 6C      
004471        0     000083172.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004472        0     000083172.6       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0A 0C      
004473        0     000083172.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004474        0     000083173.1       接收     0000060D      标准帧      数据帧        08     01 7D 0F A0 70 80 05 05      
004475        0     000083235.2       接收     00000201      标准帧      数据帧        08     40 1F 40 00 10 F4 00 00      
004476        0     000083235.4       接收     00000700      标准帧      数据帧        04     04 1E 01 00      
004477        0     000083245.0       接收     0000060A      标准帧      数据帧        04     04 03 D1 10      
004478        0     000083245.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004479        0     000083245.6       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 8B      
004480        0     000083245.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7C      
004481        0     000083246.1       接收     0000060B      标准帧      数据帧        08     01 4F 74 46 80 20 01 92      
004482        0     000083246.3       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004483        0     000083246.6       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004484        0     000083246.8       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004485        0     000083247.1       接收     0000060C      标准帧      数据帧        07     01 A5 6F 8D 82 20 4C      
004486        0     000083247.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004487        0     000083247.6       接收     0000060D      标准帧      数据帧        08     02 7D 2F A1 70 80 0A 0C      
004488        0     000083247.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004489        0     000083248.1       接收     0000060D      标准帧      数据帧        08     01 7D 0F A0 70 80 05 05      
004490        0     000083315.0       接收     0000060A      标准帧      数据帧        04     04 03 D3 10      
004491        0     000083315.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004492        0     000083315.5       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 8B      
004493        0     000083315.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7C      
004494        0     000083316.1       接收     0000060B      标准帧      数据帧        08     01 4F 74 46 80 20 01 92      
004495        0     000083316.3       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004496        0     000083316.6       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004497        0     000083316.8       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004498        0     000083317.1       接收     0000060C      标准帧      数据帧        07     01 AD 71 8D 82 20 4C      
004499        0     000083317.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
004500        0     000083317.6       接收     0000060D      标准帧      数据帧        08     02 7D 2F A1 70 80 0A 0C      
004501        0     000083317.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
004502        0     000083318.1       接收     0000060D      标准帧      数据帧        08     01 7D 0F A0 70 80 05 05      
004503        0     000083385.0       接收     0000060A      标准帧      数据帧        04     04 03 D5 10      
004504        0     000083385.3       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
004505        0     000083385.5       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 8B      
004506        0     000083385.8       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
004507        0     000083386.1       接收     0000060B      标准帧      数据帧        08     01 4F 74 46 80 20 01 92      
004508        0     000083386.3       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
004509        0     000083386.6       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
004510        0     000083386.8       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
004511        0     000083387.1       接收     0000060C      标准帧      数据帧        07     01 AD 71 8D 82 20 2C      
004512        0     000083387.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
