*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月04日
时间：10:19:54
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
000370        0     000058018.7       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0A 0C      
000371        0     000058019.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000372        0     000058091.7       接收     0000060A      标准帧      数据帧        04     03 01 13 10      
000373        0     000058091.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000374        0     000058092.2       接收     0000060B      标准帧      数据帧        08     02 4E BC 01 80 20 01 89      
000375        0     000058092.5       接收     0000060B      标准帧      数据帧        08     03 4F 24 01 80 20 01 7D      
000376        0     000058092.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000377        0     000058093.0       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000378        0     000058093.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000379        0     000058093.5       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000380        0     000058093.7       接收     0000060D      标准帧      数据帧        08     02 7C EF A1 70 80 0A 0C      
000381        0     000058094.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000382        0     000058161.7       接收     0000060A      标准帧      数据帧        04     03 01 15 10      
000383        0     000058161.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000384        0     000058162.2       接收     0000060B      标准帧      数据帧        08     02 4E BC 01 80 20 01 89      
000385        0     000058162.5       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000386        0     000058162.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000387        0     000058163.0       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000388        0     000058163.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000389        0     000058163.5       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000390        0     000058163.7       接收     0000060D      标准帧      数据帧        08     02 7C AF A1 70 80 0A 0C      
000391        0     000058164.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000392        0     000058231.7       接收     0000060A      标准帧      数据帧        04     03 01 17 10      
000393        0     000058231.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000394        0     000058232.2       接收     0000060B      标准帧      数据帧        08     02 4E BC 01 80 20 01 89      
000395        0     000058232.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000396        0     000058232.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000397        0     000058232.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000398        0     000058233.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000399        0     000058233.5       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000400        0     000058233.7       接收     0000060D      标准帧      数据帧        08     02 7C 8F A1 70 80 0A 0C      
000401        0     000058234.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000402        0     000058236.8       接收     00000201      标准帧      数据帧        08     40 1F 40 00 10 F4 00 00      
000403        0     000058237.0       接收     00000700      标准帧      数据帧        04     04 1E 01 00      
000404        0     000058306.7       接收     0000060A      标准帧      数据帧        04     03 01 19 10      
000405        0     000058306.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000406        0     000058307.2       接收     0000060B      标准帧      数据帧        08     02 4E BC 01 80 20 01 89      
000407        0     000058307.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000408        0     000058307.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000409        0     000058307.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000410        0     000058308.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000411        0     000058308.5       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000412        0     000058308.7       接收     0000060D      标准帧      数据帧        08     02 7C 6F A1 70 80 0A 0C      
000413        0     000058309.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000414        0     000058376.7       接收     0000060A      标准帧      数据帧        04     03 01 1B 10      
000415        0     000058376.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000416        0     000058377.2       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000417        0     000058377.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000418        0     000058377.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000419        0     000058377.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000420        0     000058378.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000421        0     000058378.5       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000422        0     000058378.7       接收     0000060D      标准帧      数据帧        08     02 7C 4F A1 70 80 0A 0C      
000423        0     000058379.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000424        0     000058446.7       接收     0000060A      标准帧      数据帧        04     03 01 1D 10      
000425        0     000058446.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000426        0     000058447.2       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000427        0     000058447.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000428        0     000058447.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000429        0     000058447.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000430        0     000058448.2       接收     0000060C      标准帧      数据帧        07     03 84 61 3A 02 20 E8      
000431        0     000058448.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000432        0     000058448.7       接收     0000060D      标准帧      数据帧        08     02 7C 2F A1 70 80 0A 0C      
000433        0     000058449.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000434        0     000058521.7       接收     0000060A      标准帧      数据帧        04     03 01 1F 10      
000435        0     000058521.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000436        0     000058522.2       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000437        0     000058522.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000438        0     000058522.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000439        0     000058522.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000440        0     000058523.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000441        0     000058523.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000442        0     000058523.7       接收     0000060D      标准帧      数据帧        08     02 7C 2F A1 70 80 0A 0C      
000443        0     000058524.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000444        0     000058591.7       接收     0000060A      标准帧      数据帧        04     03 01 21 10      
000445        0     000058591.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000446        0     000058592.2       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000447        0     000058592.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000448        0     000058592.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000449        0     000058592.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000450        0     000058593.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000451        0     000058593.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000452        0     000058593.7       接收     0000060D      标准帧      数据帧        08     02 7C 0F A1 70 80 0A 0C      
000453        0     000058594.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000454        0     000058661.7       接收     0000060A      标准帧      数据帧        04     03 01 23 10      
000455        0     000058661.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000456        0     000058662.2       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000457        0     000058662.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000458        0     000058662.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000459        0     000058662.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000460        0     000058663.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000461        0     000058663.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000462        0     000058663.7       接收     0000060D      标准帧      数据帧        08     02 7C 0F A1 70 80 0A 0C      
000463        0     000058664.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000464        0     000058736.6       接收     0000060A      标准帧      数据帧        04     03 01 25 10      
000465        0     000058736.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000466        0     000058737.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000467        0     000058737.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000468        0     000058737.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000469        0     000058737.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000470        0     000058738.2       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000471        0     000058738.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000472        0     000058738.7       接收     0000060D      标准帧      数据帧        08     02 7C 0F A1 70 80 0A 0C      
000473        0     000058739.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000474        0     000058806.6       接收     0000060A      标准帧      数据帧        04     03 01 27 10      
000475        0     000058806.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000476        0     000058807.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000477        0     000058807.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000478        0     000058807.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000479        0     000058807.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000480        0     000058808.2       接收     0000060C      标准帧      数据帧        07     03 84 61 3A 02 20 E8      
000481        0     000058808.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000482        0     000058808.7       接收     0000060D      标准帧      数据帧        08     02 7C 2F A1 70 80 0A 0C      
000483        0     000058809.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000484        0     000058876.6       接收     0000060A      标准帧      数据帧        04     03 01 29 10      
000485        0     000058876.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000486        0     000058877.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000487        0     000058877.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000488        0     000058877.7       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000489        0     000058877.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000490        0     000058878.2       接收     0000060C      标准帧      数据帧        07     03 84 61 3A 02 20 E8      
000491        0     000058878.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000492        0     000058878.7       接收     0000060D      标准帧      数据帧        08     02 7C 6F A1 70 80 0A 0C      
000493        0     000058879.0       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000494        0     000058951.6       接收     0000060A      标准帧      数据帧        04     03 01 2B 10      
000495        0     000058951.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000496        0     000058952.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000497        0     000058952.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000498        0     000058952.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000499        0     000058952.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000500        0     000058953.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000501        0     000058953.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000502        0     000058953.7       接收     0000060D      标准帧      数据帧        08     02 7C AF A1 70 80 0A 0C      
000503        0     000058953.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000504        0     000059021.6       接收     0000060A      标准帧      数据帧        04     03 01 2D 10      
000505        0     000059021.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000506        0     000059022.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000507        0     000059022.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000508        0     000059022.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000509        0     000059022.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000510        0     000059023.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000511        0     000059023.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000512        0     000059023.7       接收     0000060D      标准帧      数据帧        08     02 7C CF A1 70 80 0A 0C      
000513        0     000059023.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000514        0     000059091.6       接收     0000060A      标准帧      数据帧        04     03 01 2F 10      
000515        0     000059091.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000516        0     000059092.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000517        0     000059092.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000518        0     000059092.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000519        0     000059092.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000520        0     000059093.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000521        0     000059093.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000522        0     000059093.7       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0A 0C      
000523        0     000059093.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000524        0     000059166.6       接收     0000060A      标准帧      数据帧        04     03 01 31 10      
000525        0     000059166.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000526        0     000059167.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000527        0     000059167.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000528        0     000059167.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000529        0     000059167.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000530        0     000059168.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000531        0     000059168.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000532        0     000059168.7       接收     0000060D      标准帧      数据帧        08     02 7D 2F A1 70 80 0A 0C      
000533        0     000059168.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000534        0     000059236.6       接收     0000060A      标准帧      数据帧        04     03 01 33 10      
000535        0     000059236.9       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000536        0     000059237.1       接收     00000201      标准帧      数据帧        08     40 1F 40 00 10 F4 00 00      
000537        0     000059237.3       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 89      
000538        0     000059237.5       接收     00000700      标准帧      数据帧        04     04 1E 01 00      
000539        0     000059237.7       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000540        0     000059238.0       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000541        0     000059238.2       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000542        0     000059238.5       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000543        0     000059238.8       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000544        0     000059239.0       接收     0000060D      标准帧      数据帧        08     02 7D 4F A1 70 80 0A 0C      
000545        0     000059239.3       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000546        0     000059306.6       接收     0000060A      标准帧      数据帧        04     03 01 35 10      
000547        0     000059306.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000548        0     000059307.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 01 80 20 01 8A      
000549        0     000059307.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000550        0     000059307.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000551        0     000059307.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000552        0     000059308.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000553        0     000059308.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000554        0     000059308.7       接收     0000060D      标准帧      数据帧        08     02 7D 4F A1 70 80 0A 0C      
000555        0     000059308.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000556        0     000059376.6       接收     0000060A      标准帧      数据帧        04     03 01 37 10      
000557        0     000059376.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000558        0     000059377.1       接收     0000060B      标准帧      数据帧        08     02 4E BC 00 80 20 01 8A      
000559        0     000059377.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000560        0     000059377.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000561        0     000059377.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000562        0     000059378.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000563        0     000059378.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000564        0     000059378.6       接收     0000060D      标准帧      数据帧        08     02 7D 6F A1 70 80 0A 0C      
000565        0     000059378.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000566        0     000059451.6       接收     0000060A      标准帧      数据帧        04     03 01 39 10      
000567        0     000059451.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000568        0     000059452.1       接收     0000060B      标准帧      数据帧        08     02 4E BC 00 80 20 01 8A      
000569        0     000059452.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000570        0     000059452.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000571        0     000059452.9       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
000572        0     000059453.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000573        0     000059453.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000574        0     000059453.6       接收     0000060D      标准帧      数据帧        08     02 7D 4F A1 70 80 0A 0C      
000575        0     000059453.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000576        0     000059521.6       接收     0000060A      标准帧      数据帧        04     03 01 3B 10      
000577        0     000059521.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000578        0     000059522.1       接收     0000060B      标准帧      数据帧        08     02 4E BC 00 80 20 01 8A      
000579        0     000059522.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000580        0     000059522.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000581        0     000059522.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000582        0     000059523.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000583        0     000059523.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000584        0     000059523.6       接收     0000060D      标准帧      数据帧        08     02 7D 6F A1 70 80 0A 0C      
000585        0     000059523.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000586        0     000059591.6       接收     0000060A      标准帧      数据帧        04     03 01 3D 10      
000587        0     000059591.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000588        0     000059592.1       接收     0000060B      标准帧      数据帧        08     02 4E BC 00 80 20 01 8A      
000589        0     000059592.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000590        0     000059592.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000591        0     000059592.9       接收     0000060C      标准帧      数据帧        07     02 84 63 3A 02 20 E8      
000592        0     000059593.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000593        0     000059593.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000594        0     000059593.6       接收     0000060D      标准帧      数据帧        08     02 7D 6F A1 70 80 0A 0C      
000595        0     000059593.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000596        0     000059666.6       接收     0000060A      标准帧      数据帧        04     03 01 3F 10      
000597        0     000059666.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000598        0     000059667.1       接收     0000060B      标准帧      数据帧        08     02 4E BC 00 80 20 01 8A      
000599        0     000059667.4       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7D      
000600        0     000059667.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000601        0     000059667.8       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
000602        0     000059668.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000603        0     000059668.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000604        0     000059668.6       接收     0000060D      标准帧      数据帧        08     02 7D 6F A1 70 80 0A 0C      
000605        0     000059668.9       接收     0000060D      标准帧      数据帧        08     03 7D 2F A1 70 80 0D 0C      
000606        0     000059736.6       接收     0000060A      标准帧      数据帧        04     03 01 41 10      
000607        0     000059736.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000608        0     000059737.1       接收     0000060B      标准帧      数据帧        08     02 4E BC 00 80 20 01 89      
000609        0     000059737.3       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000610        0     000059737.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000611        0     000059737.8       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
000612        0     000059738.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000613        0     000059738.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000614        0     000059738.6       接收     0000060D      标准帧      数据帧        08     02 7D 6F A1 70 80 0A 0C      
000615        0     000059738.9       接收     0000060D      标准帧      数据帧        08     03 7D 2F A1 70 80 0D 0C      
000616        0     000059811.6       接收     0000060A      标准帧      数据帧        04     03 01 43 10      
000617        0     000059811.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000618        0     000059812.1       接收     0000060B      标准帧      数据帧        08     02 4E BC 00 80 20 01 89      
000619        0     000059812.3       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 1F E1 7E      
000620        0     000059812.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000621        0     000059812.8       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
000622        0     000059813.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000623        0     000059813.4       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000624        0     000059813.6       接收     0000060D      标准帧      数据帧        08     02 7D 4F A1 70 80 0A 0C      
000625        0     000059813.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000626        0     000059881.6       接收     0000060A      标准帧      数据帧        04     03 01 45 10      
000627        0     000059881.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000628        0     000059882.1       接收     0000060B      标准帧      数据帧        08     02 4E BC 00 80 20 01 89      
000629        0     000059882.3       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000630        0     000059882.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000631        0     000059882.8       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
000632        0     000059883.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000633        0     000059883.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000634        0     000059883.6       接收     0000060D      标准帧      数据帧        08     02 7D 2F A1 70 80 0A 0C      
000635        0     000059883.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000636        0     000059951.6       接收     0000060A      标准帧      数据帧        04     03 01 47 10      
000637        0     000059951.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000638        0     000059952.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 89      
000639        0     000059952.3       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000640        0     000059952.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000641        0     000059952.8       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
000642        0     000059953.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000643        0     000059953.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
000644        0     000059953.6       接收     0000060D      标准帧      数据帧        08     02 7D 0F A1 70 80 0A 0C      
000645        0     000059953.9       接收     0000060D      标准帧      数据帧        08     03 7D 0F A1 70 80 0D 0C      
000646        0     000060021.6       接收     0000060A      标准帧      数据帧        04     03 01 49 10      
000647        0     000060021.8       接收     0000060B      标准帧      数据帧        08     00 4E 53 FF 80 20 01 99      
000648        0     000060022.1       接收     0000060B      标准帧      数据帧        08     02 4E C4 00 80 20 01 89      
000649        0     000060022.3       接收     0000060B      标准帧      数据帧        08     03 4F 24 00 80 20 01 7E      
000650        0     000060022.6       接收     0000060C      标准帧      数据帧        07     00 84 A3 3A 02 20 E8      
000651        0     000060022.8       接收     0000060C      标准帧      数据帧        07     02 84 A3 3A 02 20 E8      
000652        0     000060023.1       接收     0000060C      标准帧      数据帧        07     03 84 63 3A 02 20 E8      
000653        0     000060023.3       接收     0000060D      标准帧      数据帧        08     00 7D 0F A0 70 80 06 05      
