*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月04日
时间：10:37:25
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
000838        0     000939509.8       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4E      
000839        0     000939510.0       接收     00000701      标准帧      数据帧        08     02 4E DA 00 80 20 01 54      
000840        0     000939510.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4E      
000841        0     000939510.6       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000842        0     000939510.8       接收     00000701      标准帧      数据帧        08     05 4E 7A 00 80 20 01 65      
000843        0     000939511.1       接收     00000701      标准帧      数据帧        08     06 4F 2A 00 80 20 01 4D      
000844        0     000939511.3       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
000845        0     000939511.5       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
000846        0     000939511.7       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
000847        0     000939511.9       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
000848        0     000939512.1       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
000849        0     000939512.4       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
000850        0     000939512.6       接收     00000702      标准帧      数据帧        05     06 AC E0 33 5B      
000851        0     000939584.3       接收     00000600      标准帧      数据帧        05     06 02 76 E9 10      
000852        0     000939584.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
000853        0     000939584.8       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4E      
000854        0     000939585.0       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 54      
000855        0     000939585.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4F      
000856        0     000939585.6       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000857        0     000939585.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 57      
000858        0     000939586.1       接收     00000701      标准帧      数据帧        08     06 4E 82 00 80 20 01 66      
000859        0     000939586.4       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4D      
000860        0     000939586.6       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
000861        0     000939586.8       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
000862        0     000939587.0       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
000863        0     000939587.2       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
000864        0     000939587.4       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
000865        0     000939587.6       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
000866        0     000939587.9       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
000867        0     000939588.1       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
000868        0     000939654.3       接收     00000600      标准帧      数据帧        05     06 03 76 EB 10      
000869        0     000939654.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
000870        0     000939654.8       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
000871        0     000939655.0       接收     00000701      标准帧      数据帧        08     02 4E E2 01 80 20 01 54      
000872        0     000939655.3       接收     00000701      标准帧      数据帧        08     03 4E 6A 19 80 20 04 88      
000873        0     000939655.6       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000874        0     000939655.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 57      
000875        0     000939656.1       接收     00000701      标准帧      数据帧        08     06 4E 82 00 80 20 01 66      
000876        0     000939656.3       接收     00000701      标准帧      数据帧        08     07 4F 01 FB 80 20 01 4D      
000877        0     000939656.6       接收     00000701      标准帧      数据帧        08     08 4F 2A 00 80 20 01 4D      
000878        0     000939656.8       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
000879        0     000939657.0       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
000880        0     000939657.2       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
000881        0     000939657.5       接收     00000702      标准帧      数据帧        05     03 00 00 06 38      
000882        0     000939657.7       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
000883        0     000939657.9       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
000884        0     000939658.1       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
000885        0     000939658.3       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
000886        0     000939658.5       接收     00000702      标准帧      数据帧        05     08 AC E0 33 5B      
000887        0     000939724.3       接收     00000600      标准帧      数据帧        05     06 02 76 ED 10      
000888        0     000939724.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
000889        0     000939724.8       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
000890        0     000939725.0       接收     00000701      标准帧      数据帧        08     02 4E E2 01 80 20 01 53      
000891        0     000939725.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4F      
000892        0     000939725.6       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000893        0     000939725.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 57      
000894        0     000939726.1       接收     00000701      标准帧      数据帧        08     06 4E 82 00 80 20 01 66      
000895        0     000939726.3       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4E      
000896        0     000939726.6       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
000897        0     000939726.8       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
000898        0     000939727.0       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
000899        0     000939727.2       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
000900        0     000939727.4       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
000901        0     000939727.6       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
000902        0     000939727.8       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
000903        0     000939728.1       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
000904        0     000939799.3       接收     00000600      标准帧      数据帧        05     06 02 76 EF 10      
000905        0     000939799.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
000906        0     000939799.8       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
000907        0     000939800.0       接收     00000701      标准帧      数据帧        08     02 4E A2 11 80 20 03 72      
000908        0     000939800.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4F      
000909        0     000939800.6       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000910        0     000939800.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 55      
000911        0     000939801.1       接收     00000701      标准帧      数据帧        08     06 4E 82 00 80 20 01 66      
000912        0     000939801.3       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4D      
000913        0     000939801.6       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
000914        0     000939801.8       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
000915        0     000939802.0       接收     00000702      标准帧      数据帧        05     02 9C E2 33 23      
000916        0     000939802.2       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
000917        0     000939802.4       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
000918        0     000939802.6       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
000919        0     000939802.8       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
000920        0     000939803.0       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
000921        0     000939869.3       接收     00000600      标准帧      数据帧        05     06 02 76 F1 10      
000922        0     000939869.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
000923        0     000939869.8       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4E      
000924        0     000939870.0       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 53      
000925        0     000939870.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4E      
000926        0     000939870.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000927        0     000939870.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 56      
000928        0     000939871.1       接收     00000701      标准帧      数据帧        08     06 4E 82 00 80 20 01 66      
000929        0     000939871.3       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4E      
000930        0     000939871.5       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
000931        0     000939871.8       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
000932        0     000939872.0       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
000933        0     000939872.2       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
000934        0     000939872.4       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
000935        0     000939872.6       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
000936        0     000939872.8       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
000937        0     000939873.0       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
000938        0     000939939.3       接收     00000600      标准帧      数据帧        05     05 02 76 F3 10      
000939        0     000939939.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
000940        0     000939939.8       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
000941        0     000939940.0       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 54      
000942        0     000939940.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4E      
000943        0     000939940.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000944        0     000939940.8       接收     00000701      标准帧      数据帧        08     05 4E 82 00 80 20 01 65      
000945        0     000939941.1       接收     00000701      标准帧      数据帧        08     06 4F 2A 00 80 20 01 4E      
000946        0     000939941.3       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
000947        0     000939941.5       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
000948        0     000939941.7       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
000949        0     000939941.9       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
000950        0     000939942.1       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
000951        0     000939942.3       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
000952        0     000939942.5       接收     00000702      标准帧      数据帧        05     06 AC E0 33 5B      
000953        0     000940014.2       接收     00000600      标准帧      数据帧        05     06 03 76 F5 10      
000954        0     000940014.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
000955        0     000940014.8       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
000956        0     000940015.0       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 54      
000957        0     000940015.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4E      
000958        0     000940015.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000959        0     000940015.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 54      
000960        0     000940016.1       接收     00000701      标准帧      数据帧        08     06 4E 82 00 80 20 01 65      
000961        0     000940016.3       接收     00000701      标准帧      数据帧        08     07 4F 01 FB 80 20 01 4E      
000962        0     000940016.6       接收     00000701      标准帧      数据帧        08     08 4F 2A 00 80 20 01 4E      
000963        0     000940016.8       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
000964        0     000940017.0       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
000965        0     000940017.2       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
000966        0     000940017.5       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
000967        0     000940017.7       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
000968        0     000940017.9       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
000969        0     000940018.1       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
000970        0     000940018.3       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
000971        0     000940018.5       接收     00000702      标准帧      数据帧        05     08 AC E0 33 5B      
000972        0     000940084.2       接收     00000600      标准帧      数据帧        05     06 02 76 F7 10      
000973        0     000940084.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
000974        0     000940084.8       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
000975        0     000940085.0       接收     00000701      标准帧      数据帧        08     02 4E A2 11 80 20 03 73      
000976        0     000940085.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4D      
000977        0     000940085.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000978        0     000940085.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E6 80 20 03 55      
000979        0     000940086.1       接收     00000701      标准帧      数据帧        08     06 4E 82 00 80 20 01 65      
000980        0     000940086.3       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4D      
000981        0     000940086.5       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
000982        0     000940086.8       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
000983        0     000940087.0       接收     00000702      标准帧      数据帧        05     02 9C E4 31 83      
000984        0     000940087.2       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
000985        0     000940087.4       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
000986        0     000940087.6       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
000987        0     000940087.8       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
000988        0     000940088.0       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
000989        0     000940154.2       接收     00000600      标准帧      数据帧        05     07 03 76 F9 10      
000990        0     000940154.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
000991        0     000940154.8       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4D      
000992        0     000940155.0       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 52      
000993        0     000940155.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4E      
000994        0     000940155.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
000995        0     000940155.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E6 80 20 03 56      
000996        0     000940156.1       接收     00000701      标准帧      数据帧        08     06 4E C2 23 80 20 04 6D      
000997        0     000940156.3       接收     00000701      标准帧      数据帧        08     07 4E 82 00 80 20 01 66      
000998        0     000940156.6       接收     00000701      标准帧      数据帧        08     08 4F 01 FB 80 20 01 4E      
000999        0     000940156.9       接收     00000701      标准帧      数据帧        08     09 4F 2A 00 80 20 01 4D      
001000        0     000940157.1       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001001        0     000940157.3       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001002        0     000940157.5       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001003        0     000940157.7       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001004        0     000940157.9       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001005        0     000940158.1       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001006        0     000940158.4       接收     00000702      标准帧      数据帧        05     06 00 00 06 38      
001007        0     000940158.6       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
001008        0     000940158.8       接收     00000702      标准帧      数据帧        05     08 AC E0 33 23      
001009        0     000940159.0       接收     00000702      标准帧      数据帧        05     09 AC E0 33 5B      
001010        0     000940229.2       接收     00000600      标准帧      数据帧        05     06 03 76 FB 10      
001011        0     000940229.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
001012        0     000940229.7       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4D      
001013        0     000940230.0       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 55      
001014        0     000940230.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4E      
001015        0     000940230.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 58      
001016        0     000940230.8       接收     00000701      标准帧      数据帧        08     05 4F 1A 29 80 20 03 5F      
001017        0     000940231.1       接收     00000701      标准帧      数据帧        08     06 4E 7A 00 80 20 01 65      
001018        0     000940231.3       接收     00000701      标准帧      数据帧        08     07 4F 01 FB 80 20 01 4F      
001019        0     000940231.6       接收     00000701      标准帧      数据帧        08     08 4F 2A 00 80 20 01 4D      
001020        0     000940231.8       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001021        0     000940232.0       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001022        0     000940232.2       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001023        0     000940232.4       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001024        0     000940232.6       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001025        0     000940232.9       接收     00000702      标准帧      数据帧        05     05 9D 24 33 5B      
001026        0     000940233.1       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001027        0     000940233.3       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
001028        0     000940233.5       接收     00000702      标准帧      数据帧        05     08 AC E0 33 5B      
001029        0     000940299.2       接收     00000600      标准帧      数据帧        05     06 03 76 FD 10      
001030        0     000940299.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
001031        0     000940299.7       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4E      
001032        0     000940300.0       接收     00000701      标准帧      数据帧        08     02 4E DA 00 80 20 01 55      
001033        0     000940300.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4C      
001034        0     000940300.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
001035        0     000940300.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E6 80 20 03 54      
001036        0     000940301.1       接收     00000701      标准帧      数据帧        08     06 4E 7A 00 80 20 01 65      
001037        0     000940301.3       接收     00000701      标准帧      数据帧        08     07 4F 09 FB 80 20 01 4D      
001038        0     000940301.6       接收     00000701      标准帧      数据帧        08     08 4F 2A 00 80 20 01 4D      
001039        0     000940301.8       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001040        0     000940302.0       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001041        0     000940302.2       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001042        0     000940302.4       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001043        0     000940302.6       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001044        0     000940302.8       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001045        0     000940303.0       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001046        0     000940303.3       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
001047        0     000940303.5       接收     00000702      标准帧      数据帧        05     08 AC E0 33 5B      
001048        0     000940369.2       接收     00000600      标准帧      数据帧        05     05 03 76 FF 10      
001049        0     000940369.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
001050        0     000940369.7       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4D      
001051        0     000940370.0       接收     00000701      标准帧      数据帧        08     02 4E DA 00 80 20 01 56      
001052        0     000940370.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4D      
001053        0     000940370.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 58      
001054        0     000940370.8       接收     00000701      标准帧      数据帧        08     05 4E 7A 00 80 20 01 65      
001055        0     000940371.1       接收     00000701      标准帧      数据帧        08     06 4F 09 FB 80 20 01 4E      
001056        0     000940371.3       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4D      
001057        0     000940371.5       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001058        0     000940371.7       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001059        0     000940371.9       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001060        0     000940372.2       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001061        0     000940372.4       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001062        0     000940372.6       接收     00000702      标准帧      数据帧        05     05 AC E0 33 23      
001063        0     000940372.8       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001064        0     000940373.0       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
001065        0     000940414.4       接收     00000201      标准帧      数据帧        08     40 1F 40 00 10 F8 00 00      
001066        0     000940414.5       接收     00000700      标准帧      数据帧        04     04 1E 01 00      
001067        0     000940444.2       接收     00000600      标准帧      数据帧        05     06 02 77 01 10      
001068        0     000940444.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
001069        0     000940444.7       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4D      
001070        0     000940445.0       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 55      
001071        0     000940445.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4E      
001072        0     000940445.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 58      
001073        0     000940445.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E6 80 20 03 54      
001074        0     000940446.0       接收     00000701      标准帧      数据帧        08     06 4E 82 00 80 20 01 65      
001075        0     000940446.3       接收     00000701      标准帧      数据帧        08     07 4F 2A 00 80 20 01 4C      
001076        0     000940446.5       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001077        0     000940446.7       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001078        0     000940447.0       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001079        0     000940447.2       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001080        0     000940447.4       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001081        0     000940447.6       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001082        0     000940447.8       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001083        0     000940448.0       接收     00000702      标准帧      数据帧        05     07 AC E0 33 5B      
001084        0     000940514.2       接收     00000600      标准帧      数据帧        05     07 03 77 03 10      
001085        0     000940514.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
001086        0     000940514.7       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4D      
001087        0     000940515.0       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 52      
001088        0     000940515.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4D      
001089        0     000940515.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
001090        0     000940515.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 58      
001091        0     000940516.0       接收     00000701      标准帧      数据帧        08     06 4E 81 D9 80 20 04 74      
001092        0     000940516.3       接收     00000701      标准帧      数据帧        08     07 4E 82 00 80 20 01 66      
001093        0     000940516.6       接收     00000701      标准帧      数据帧        08     08 4F 01 FB 80 20 01 4F      
001094        0     000940516.8       接收     00000701      标准帧      数据帧        08     09 4F 2A 00 80 20 01 4D      
001095        0     000940517.0       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001096        0     000940517.3       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001097        0     000940517.5       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001098        0     000940517.7       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001099        0     000940517.9       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001100        0     000940518.1       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001101        0     000940518.3       接收     00000702      标准帧      数据帧        05     06 00 00 06 38      
001102        0     000940518.5       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
001103        0     000940518.8       接收     00000702      标准帧      数据帧        05     08 AC E0 33 23      
001104        0     000940519.0       接收     00000702      标准帧      数据帧        05     09 AC E0 33 5B      
001105        0     000940584.2       接收     00000600      标准帧      数据帧        05     06 03 77 05 10      
001106        0     000940584.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 6A      
001107        0     000940584.7       接收     00000701      标准帧      数据帧        08     01 4E A9 FD 80 20 01 4E      
001108        0     000940585.0       接收     00000701      标准帧      数据帧        08     02 4E E2 00 80 20 01 55      
001109        0     000940585.3       接收     00000701      标准帧      数据帧        08     03 4E 6A 19 80 20 04 88      
001110        0     000940585.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
001111        0     000940585.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 57      
001112        0     000940586.0       接收     00000701      标准帧      数据帧        08     06 4E 82 00 80 20 01 66      
001113        0     000940586.3       接收     00000701      标准帧      数据帧        08     07 4F 01 FB 80 20 01 4D      
001114        0     000940586.6       接收     00000701      标准帧      数据帧        08     08 4F 2A 00 80 20 01 4C      
001115        0     000940586.8       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001116        0     000940587.0       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001117        0     000940587.2       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001118        0     000940587.5       接收     00000702      标准帧      数据帧        05     03 00 00 06 38      
001119        0     000940587.7       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001120        0     000940587.9       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001121        0     000940588.1       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001122        0     000940588.3       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
001123        0     000940588.5       接收     00000702      标准帧      数据帧        05     08 AC E0 33 5B      
001124        0     000940659.2       接收     00000600      标准帧      数据帧        05     06 03 77 07 10      
001125        0     000940659.5       接收     00000701      标准帧      数据帧        08     00 4E 81 FF 80 20 01 69      
001126        0     000940659.7       接收     00000701      标准帧      数据帧        08     01 4E B1 FD 80 20 01 4E      
001127        0     000940660.0       接收     00000701      标准帧      数据帧        08     02 4E DA 00 80 20 01 54      
001128        0     000940660.3       接收     00000701      标准帧      数据帧        08     03 4E FA 06 80 20 03 4E      
001129        0     000940660.5       接收     00000701      标准帧      数据帧        08     04 4F 2A 01 80 20 01 57      
001130        0     000940660.8       接收     00000701      标准帧      数据帧        08     05 4F 09 E5 80 20 03 56      
001131        0     000940661.0       接收     00000701      标准帧      数据帧        08     06 4E 7A 00 80 20 01 66      
001132        0     000940661.3       接收     00000701      标准帧      数据帧        08     07 4F 01 FB 80 20 01 4F      
001133        0     000940661.6       接收     00000701      标准帧      数据帧        08     08 4F 2A 00 80 20 01 4C      
001134        0     000940661.8       接收     00000702      标准帧      数据帧        05     00 9C E0 33 23      
001135        0     000940662.0       接收     00000702      标准帧      数据帧        05     01 9C E0 33 23      
001136        0     000940662.2       接收     00000702      标准帧      数据帧        05     02 9C E0 33 23      
001137        0     000940662.4       接收     00000702      标准帧      数据帧        05     03 9C E0 33 23      
001138        0     000940662.6       接收     00000702      标准帧      数据帧        05     04 9C E0 33 23      
001139        0     000940662.8       接收     00000702      标准帧      数据帧        05     05 9C E2 33 5B      
001140        0     000940663.0       接收     00000702      标准帧      数据帧        05     06 AC E0 33 23      
001141        0     000940663.2       接收     00000702      标准帧      数据帧        05     07 AC E0 33 23      
001142        0     000940663.5       接收     00000702      标准帧      数据帧        05     08 AC E0 33 5B      
