*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月09日
时间：17:48:05
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
005490        0     019014948.2       接收     0000060B      标准帧      数据帧        08     11 51 04 17 80 20 01 7F      
005491        0     019014948.5       接收     0000060B      标准帧      数据帧        08     0F 51 54 1B 80 1F C1 74      
005492        0     019014948.7       接收     0000060B      标准帧      数据帧        08     15 51 3C 27 80 1F E1 8B      
005493        0     019014949.0       接收     0000060B      标准帧      数据帧        08     02 51 A4 23 80 1F A1 7A      
005494        0     019014949.2       接收     0000060B      标准帧      数据帧        08     0D 51 8C 2E 80 1F C1 85      
005495        0     019014949.5       接收     0000060B      标准帧      数据帧        08     06 51 64 45 80 20 01 87      
005496        0     019014949.8       接收     0000060B      标准帧      数据帧        08     12 51 E4 49 80 1F A1 78      
005497        0     019014950.0       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
005498        0     019014950.3       接收     0000060C      标准帧      数据帧        07     04 9D 2B 7C 02 20 C8      
005499        0     019014950.5       接收     0000060C      标准帧      数据帧        07     03 A5 2D 8D 82 20 6C      
005500        0     019014950.8       接收     0000060C      标准帧      数据帧        07     01 8C A5 3A 02 20 E8      
005501        0     019014951.0       接收     0000060C      标准帧      数据帧        07     00 8C A3 3A 02 20 E8      
005502        0     019014951.3       接收     0000060C      标准帧      数据帧        07     09 A5 2D 8D 82 20 4C      
005503        0     019014951.5       接收     0000060C      标准帧      数据帧        07     05 9D 29 7C 02 20 CC      
005504        0     019014951.8       接收     0000060C      标准帧      数据帧        07     0B A5 27 8D 82 20 64      
005505        0     019014952.0       接收     0000060C      标准帧      数据帧        07     08 94 E5 3A 82 20 C8      
005506        0     019014952.2       接收     0000060C      标准帧      数据帧        07     0A A5 6F 8C 82 20 8C      
005507        0     019014952.5       接收     0000060C      标准帧      数据帧        07     11 8C E5 3A 02 20 E8      
005508        0     019014952.7       接收     0000060C      标准帧      数据帧        07     0F 94 E7 3A 82 20 C8      
005509        0     019014953.0       接收     0000060C      标准帧      数据帧        07     15 94 E5 3A 02 20 E8      
005510        0     019014953.3       接收     0000060C      标准帧      数据帧        07     02 94 E7 3A 82 20 CC      
005511        0     019014953.5       接收     0000060C      标准帧      数据帧        07     0D 8C A5 3A 02 20 E8      
005512        0     019014953.7       接收     0000060C      标准帧      数据帧        07     06 94 E5 3A 82 20 E8      
005513        0     019014954.0       接收     0000060C      标准帧      数据帧        07     12 95 27 4A 82 20 A8      
005514        0     019014954.3       接收     0000060D      标准帧      数据帧        08     07 7A 2F A6 70 80 19 0B      
005515        0     019014954.5       接收     0000060D      标准帧      数据帧        08     04 7D 0F A0 70 80 05 05      
005516        0     019014954.8       接收     0000060D      标准帧      数据帧        08     03 7D 0F A0 70 80 05 05      
005517        0     019014955.0       接收     0000060D      标准帧      数据帧        08     01 7B CF A0 70 80 05 05      
005518        0     019014955.3       接收     0000060D      标准帧      数据帧        08     00 7B 4F A0 70 80 05 05      
005519        0     019014955.6       接收     0000060D      标准帧      数据帧        08     09 7D 0F A0 70 80 05 05      
005520        0     019014955.8       接收     0000060D      标准帧      数据帧        08     05 7F CF A0 70 80 05 05      
005521        0     019014956.1       接收     0000060D      标准帧      数据帧        08     0B 7D 0F A0 70 80 05 05      
005522        0     019014956.4       接收     0000060D      标准帧      数据帧        08     08 7C 0F A0 70 80 05 05      
005523        0     019014956.6       接收     0000060D      标准帧      数据帧        08     0A 94 0F A0 70 80 05 05      
005524        0     019014956.9       接收     0000060D      标准帧      数据帧        08     11 7A AF A0 70 80 05 05      
005525        0     019014957.2       接收     0000060D      标准帧      数据帧        08     0F 7C 2F A0 70 80 05 05      
005526        0     019014957.4       接收     0000060D      标准帧      数据帧        08     15 7B 8F A0 70 80 05 05      
005527        0     019014957.7       接收     0000060D      标准帧      数据帧        08     02 7D EF A0 70 80 05 05      
005528        0     019014958.0       接收     0000060D      标准帧      数据帧        08     0D 7B 0F A0 70 80 05 05      
005529        0     019014958.2       接收     0000060D      标准帧      数据帧        08     06 7B AF A0 70 80 05 05      
005530        0     019014958.5       接收     0000060D      标准帧      数据帧        08     12 7D 0F A0 70 80 05 05      
005531        0     019014958.7       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
005532        0     019014958.9       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
005533        0     019014959.1       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
005534        0     019014959.3       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
005535        0     019014959.5       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
005536        0     019014959.7       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
005537        0     019014959.8       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
005538        0     019014960.0       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
005539        0     019014960.2       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
005540        0     019014960.4       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
005541        0     019014960.6       接收     0000060E      标准帧      数据帧        04     11 00 00 00      
005542        0     019014960.8       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
005543        0     019014961.0       接收     0000060E      标准帧      数据帧        04     15 00 00 00      
005544        0     019014961.2       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
005545        0     019014961.4       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
005546        0     019014961.6       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
005547        0     019014961.8       接收     0000060E      标准帧      数据帧        04     12 00 00 00      
005548        0     019015020.4       接收     0000060A      标准帧      数据帧        04     10 43 23 10      
005549        0     019015020.6       接收     0000060B      标准帧      数据帧        08     07 4E 44 06 80 20 01 7C      
005550        0     019015020.9       接收     0000060B      标准帧      数据帧        08     04 4E 7B EC 80 1F C1 81      
005551        0     019015021.2       接收     0000060B      标准帧      数据帧        08     03 4F 2B EF 80 20 01 72      
005552        0     019015021.4       接收     0000060B      标准帧      数据帧        08     00 4F EB FE 80 1F E1 82      
005553        0     019015021.7       接收     0000060B      标准帧      数据帧        08     09 4F EC 06 80 20 01 82      
005554        0     019015022.0       接收     0000060B      标准帧      数据帧        08     01 4F FC 23 80 20 01 80      
005555        0     019015022.2       接收     0000060B      标准帧      数据帧        08     05 4F D4 2D 80 22 41 7F      
005556        0     019015022.5       接收     0000060B      标准帧      数据帧        08     08 50 AC 11 80 20 01 74      
005557        0     019015022.8       接收     0000060B      标准帧      数据帧        08     0A 50 D4 23 80 20 01 86      
005558        0     019015023.0       接收     0000060B      标准帧      数据帧        08     11 51 04 17 80 20 01 7F      
005559        0     019015023.3       接收     0000060B      标准帧      数据帧        08     0F 51 54 1B 80 1F C1 76      
005560        0     019015023.5       接收     0000060B      标准帧      数据帧        08     15 51 3C 27 80 1F E1 8B      
005561        0     019015023.8       接收     0000060B      标准帧      数据帧        08     02 51 A4 23 80 1F A1 78      
005562        0     019015024.1       接收     0000060B      标准帧      数据帧        08     0D 51 8C 2E 80 1F C1 7F      
005563        0     019015024.3       接收     0000060B      标准帧      数据帧        08     06 51 64 43 80 1F E1 86      
005564        0     019015024.6       接收     0000060B      标准帧      数据帧        08     12 51 E4 49 80 1F A1 7A      
005565        0     019015024.8       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
005566        0     019015025.1       接收     0000060C      标准帧      数据帧        07     04 A5 6D 7C 02 20 CC      
005567        0     019015025.3       接收     0000060C      标准帧      数据帧        07     03 A5 6F 8D 82 20 CC      
005568        0     019015025.6       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 02 20 E8      
005569        0     019015025.8       接收     0000060C      标准帧      数据帧        07     09 A5 6F 8D 82 20 2C      
005570        0     019015026.1       接收     0000060C      标准帧      数据帧        07     01 A5 27 8D 82 20 64      
005571        0     019015026.3       接收     0000060C      标准帧      数据帧        07     05 9D 2B 7C 02 20 CC      
005572        0     019015026.6       接收     0000060C      标准帧      数据帧        07     08 94 E7 3A 82 20 CC      
005573        0     019015026.8       接收     0000060C      标准帧      数据帧        07     0A 9D 2B 7B 82 20 A8      
005574        0     019015027.1       接收     0000060C      标准帧      数据帧        07     11 94 E5 3A 82 20 CC      
005575        0     019015027.3       接收     0000060C      标准帧      数据帧        07     0F 8C E5 3A 02 20 E8      
005576        0     019015027.6       接收     0000060C      标准帧      数据帧        07     15 94 E5 3A 82 20 CC      
005577        0     019015027.8       接收     0000060C      标准帧      数据帧        07     02 94 E7 3A 82 20 C8      
005578        0     019015028.1       接收     0000060C      标准帧      数据帧        07     0D 8C E5 3A 82 20 C8      
005579        0     019015028.3       接收     0000060C      标准帧      数据帧        07     06 94 E5 3A 02 20 E8      
005580        0     019015028.6       接收     0000060C      标准帧      数据帧        07     12 95 27 4A 82 20 E8      
005581        0     019015028.8       接收     0000060D      标准帧      数据帧        08     07 79 EF A6 70 80 19 0B      
005582        0     019015029.1       接收     0000060D      标准帧      数据帧        08     04 7D 0F A0 70 80 05 05      
005583        0     019015029.4       接收     0000060D      标准帧      数据帧        08     03 7D 0F A0 70 80 05 05      
005584        0     019015029.6       接收     0000060D      标准帧      数据帧        08     00 7B 2F A0 70 80 05 05      
005585        0     019015029.9       接收     0000060D      标准帧      数据帧        08     09 7D 0F A0 70 80 05 05      
005586        0     019015030.1       接收     0000060D      标准帧      数据帧        08     01 7D 0F A0 70 80 05 05      
005587        0     019015030.4       接收     0000060D      标准帧      数据帧        08     05 7F CF A0 70 80 05 05      
005588        0     019015030.7       接收     0000060D      标准帧      数据帧        08     08 7C 0F A0 70 80 05 05      
005589        0     019015030.9       接收     0000060D      标准帧      数据帧        08     0A 7A 6F A0 70 80 05 05      
005590        0     019015031.2       接收     0000060D      标准帧      数据帧        08     11 7A AF A0 70 80 05 05      
005591        0     019015031.5       接收     0000060D      标准帧      数据帧        08     0F 7B 4F A0 70 80 05 05      
005592        0     019015031.7       接收     0000060D      标准帧      数据帧        08     15 7B 8F A0 70 80 05 05      
005593        0     019015032.0       接收     0000060D      标准帧      数据帧        08     02 7C EF A0 70 80 05 05      
005594        0     019015032.3       接收     0000060D      标准帧      数据帧        08     0D 7B 0F A0 70 80 05 05      
005595        0     019015032.5       接收     0000060D      标准帧      数据帧        08     06 7B 6F A0 70 80 05 05      
005596        0     019015032.8       接收     0000060D      标准帧      数据帧        08     12 7C 6F A0 70 80 05 05      
005597        0     019015033.0       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
005598        0     019015033.2       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
005599        0     019015033.4       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
005600        0     019015033.6       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
005601        0     019015033.8       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
005602        0     019015034.0       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
005603        0     019015034.1       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
005604        0     019015034.3       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
005605        0     019015034.5       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
005606        0     019015034.7       接收     0000060E      标准帧      数据帧        04     11 00 00 00      
005607        0     019015034.9       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
005608        0     019015035.1       接收     0000060E      标准帧      数据帧        04     15 00 00 00      
005609        0     019015035.3       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
005610        0     019015035.5       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
005611        0     019015035.7       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
005612        0     019015035.9       接收     0000060E      标准帧      数据帧        04     12 00 00 00      
005613        0     019015090.3       接收     0000060A      标准帧      数据帧        04     0F 43 25 10      
005614        0     019015090.6       接收     0000060B      标准帧      数据帧        08     07 4E 44 06 80 20 01 7C      
005615        0     019015090.8       接收     0000060B      标准帧      数据帧        08     04 4E 7B EC 80 1F C1 81      
005616        0     019015091.1       接收     0000060B      标准帧      数据帧        08     03 4F 2B EF 80 20 01 72      
005617        0     019015091.4       接收     0000060B      标准帧      数据帧        08     00 4F EB FD 80 1F E1 82      
005618        0     019015091.6       接收     0000060B      标准帧      数据帧        08     01 4F F4 24 80 60 21 80      
005619        0     019015091.9       接收     0000060B      标准帧      数据帧        08     05 4F D4 2F 80 22 41 7F      
005620        0     019015092.2       接收     0000060B      标准帧      数据帧        08     08 50 AC 11 80 20 01 74      
005621        0     019015092.4       接收     0000060B      标准帧      数据帧        08     0A 50 D4 24 80 60 01 86      
005622        0     019015092.7       接收     0000060B      标准帧      数据帧        08     11 50 FC 17 7F E0 01 7F      
005623        0     019015092.9       接收     0000060B      标准帧      数据帧        08     0F 51 54 1A 80 1F C1 79      
005624        0     019015093.2       接收     0000060B      标准帧      数据帧        08     15 51 3C 27 80 1F E1 8B      
005625        0     019015093.5       接收     0000060B      标准帧      数据帧        08     02 51 AC 23 80 5F A1 79      
005626        0     019015093.7       接收     0000060B      标准帧      数据帧        08     0D 51 8C 2E 80 1F C1 7F      
005627        0     019015094.0       接收     0000060B      标准帧      数据帧        08     06 51 6C 43 80 1F C1 85      
005628        0     019015094.2       接收     0000060B      标准帧      数据帧        08     12 51 E4 49 80 1F C1 79      
005629        0     019015094.5       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
005630        0     019015094.7       接收     0000060C      标准帧      数据帧        07     04 A5 6D 7C 02 20 CC      
005631        0     019015095.0       接收     0000060C      标准帧      数据帧        07     03 A5 71 8D 82 20 CC      
005632        0     019015095.2       接收     0000060C      标准帧      数据帧        07     00 8C A3 3A 02 20 E8      
005633        0     019015095.5       接收     0000060C      标准帧      数据帧        07     01 9C E7 8D 02 20 A8      
005634        0     019015095.7       接收     0000060C      标准帧      数据帧        07     05 9D 6B 7C 02 20 CC      
005635        0     019015096.0       接收     0000060C      标准帧      数据帧        07     08 94 E7 3A 82 20 CC      
005636        0     019015096.2       接收     0000060C      标准帧      数据帧        07     0A 9D 27 6C 02 20 C8      
005637        0     019015096.5       接收     0000060C      标准帧      数据帧        07     11 94 E7 3A 82 20 CC      
005638        0     019015096.7       接收     0000060C      标准帧      数据帧        07     0F 8C E5 3A 02 20 E8      
005639        0     019015097.0       接收     0000060C      标准帧      数据帧        07     15 94 E7 3A 82 20 CC      
005640        0     019015097.2       接收     0000060C      标准帧      数据帧        07     02 94 E5 3A 02 20 E8      
005641        0     019015097.5       接收     0000060C      标准帧      数据帧        07     0D 8C E5 3A 82 20 CC      
005642        0     019015097.7       接收     0000060C      标准帧      数据帧        07     06 8C E5 3A 02 20 E8      
005643        0     019015098.0       接收     0000060C      标准帧      数据帧        07     12 94 E7 4A 82 20 C8      
005644        0     019015098.2       接收     0000060D      标准帧      数据帧        08     07 7D AF A6 70 80 19 0B      
005645        0     019015098.5       接收     0000060D      标准帧      数据帧        08     04 7D 0F A0 70 80 05 05      
005646        0     019015098.8       接收     0000060D      标准帧      数据帧        08     03 7D 0F A0 70 80 05 05      
005647        0     019015099.0       接收     0000060D      标准帧      数据帧        08     00 7E 6F A0 70 80 05 05      
005648        0     019015099.3       接收     0000060D      标准帧      数据帧        08     01 99 8F A0 70 80 05 05      
005649        0     019015099.6       接收     0000060D      标准帧      数据帧        08     05 7F CF A0 70 80 05 05      
005650        0     019015099.8       接收     0000060D      标准帧      数据帧        08     08 7C 0F A0 70 80 05 05      
005651        0     019015100.1       接收     0000060D      标准帧      数据帧        08     0A 7E 6F A0 70 80 05 05      
005652        0     019015100.4       接收     0000060D      标准帧      数据帧        08     11 7A AF A0 70 80 05 05      
005653        0     019015100.6       接收     0000060D      标准帧      数据帧        08     0F 7D 0F A0 70 80 05 05      
005654        0     019015100.9       接收     0000060D      标准帧      数据帧        08     15 7B 8F A0 70 80 05 05      
005655        0     019015101.2       接收     0000060D      标准帧      数据帧        08     02 7D EF A0 70 80 05 05      
005656        0     019015101.4       接收     0000060D      标准帧      数据帧        08     0D 7B 0F A0 70 80 05 05      
005657        0     019015101.7       接收     0000060D      标准帧      数据帧        08     06 7D 2F A0 70 80 05 05      
005658        0     019015101.9       接收     0000060D      标准帧      数据帧        08     12 7D 6F A0 70 80 05 05      
005659        0     019015102.1       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
005660        0     019015102.3       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
005661        0     019015102.5       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
005662        0     019015102.7       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
005663        0     019015102.9       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
005664        0     019015103.1       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
005665        0     019015103.3       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
005666        0     019015103.5       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
005667        0     019015103.7       接收     0000060E      标准帧      数据帧        04     11 00 00 00      
005668        0     019015103.9       接收     0000060E      标准帧      数据帧        04     0F 00 00 00      
005669        0     019015104.1       接收     0000060E      标准帧      数据帧        04     15 00 00 00      
005670        0     019015104.3       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
005671        0     019015104.5       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
005672        0     019015104.7       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
005673        0     019015104.9       接收     0000060E      标准帧      数据帧        04     12 00 00 00      
005674        0     019015160.3       接收     0000060A      标准帧      数据帧        04     13 43 27 10      
005675        0     019015160.6       接收     0000060B      标准帧      数据帧        08     09 4E 43 FE 80 60 01 71      
005676        0     019015160.8       接收     0000060B      标准帧      数据帧        08     07 4E 44 06 80 20 01 7D      
005677        0     019015161.1       接收     0000060B      标准帧      数据帧        08     04 4E 83 E9 80 5F 41 87      
005678        0     019015161.3       接收     0000060B      标准帧      数据帧        08     03 4F 43 F2 80 20 A1 75      
005679        0     019015161.6       接收     0000060B      标准帧      数据帧        08     0B 4F 63 FB 80 60 01 76      
005680        0     019015161.9       接收     0000060B      标准帧      数据帧        08     00 4F EB FD 80 1F E1 82      
005681        0     019015162.1       接收     0000060B      标准帧      数据帧        08     0C 4F F4 04 80 60 01 84      
005682        0     019015162.4       接收     0000060B      标准帧      数据帧        08     01 4F EC 26 80 60 E1 7F      
005683        0     019015162.7       接收     0000060B      标准帧      数据帧        08     05 4F D4 30 80 22 44 7F      
005684        0     019015162.9       接收     0000060B      标准帧      数据帧        08     08 50 AC 11 80 20 01 76      
005685        0     019015163.2       接收     0000060B      标准帧      数据帧        08     0A 50 D4 24 80 60 01 86      
005686        0     019015163.4       接收     0000060B      标准帧      数据帧        08     11 51 04 17 80 20 01 81      
005687        0     019015163.7       接收     0000060B      标准帧      数据帧        08     0F 51 54 1B 80 1F C1 76      
005688        0     019015164.0       接收     0000060B      标准帧      数据帧        08     15 51 3C 26 80 1F E1 8C      
005689        0     019015164.2       接收     0000060B      标准帧      数据帧        08     02 51 AC 23 80 5F A1 79      
005690        0     019015164.5       接收     0000060B      标准帧      数据帧        08     0D 51 8C 2E 80 1F C1 82      
005691        0     019015164.7       接收     0000060B      标准帧      数据帧        08     06 51 6C 43 80 1F E1 86      
005692        0     019015165.0       接收     0000060B      标准帧      数据帧        08     12 51 EC 49 80 1F C1 7B      
005693        0     019015165.3       接收     0000060B      标准帧      数据帧        08     0E 52 6C 44 80 60 01 7E      
005694        0     019015165.5       接收     0000060C      标准帧      数据帧        07     09 A5 27 8D 82 20 64      
005695        0     019015165.8       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
005696        0     019015166.0       接收     0000060C      标准帧      数据帧        07     04 9D 2B 6B 82 20 C8      
005697        0     019015166.3       接收     0000060C      标准帧      数据帧        07     03 A5 6F 7D 02 20 C8      
005698        0     019015166.5       接收     0000060C      标准帧      数据帧        07     0B A5 27 8D 82 20 64      
005699        0     019015166.8       接收     0000060C      标准帧      数据帧        07     00 8C A3 3A 02 20 E8      
005700        0     019015167.0       接收     0000060C      标准帧      数据帧        07     0C A5 27 8D 82 20 64      
005701        0     019015167.3       接收     0000060C      标准帧      数据帧        07     01 9C E7 7C 02 20 C8      
005702        0     019015167.5       接收     0000060C      标准帧      数据帧        07     05 9D 6D 7C 01 C0 CC      
005703        0     019015167.8       接收     0000060C      标准帧      数据帧        07     08 94 E5 3A 82 20 E8      
005704        0     019015168.0       接收     0000060C      标准帧      数据帧        07     0A 9D 29 6C 02 20 CC      
005705        0     019015168.2       接收     0000060C      标准帧      数据帧        07     11 94 E5 3A 02 20 E8      
005706        0     019015168.5       接收     0000060C      标准帧      数据帧        07     0F 8C E5 3A 02 20 C8      
005707        0     019015168.7       接收     0000060C      标准帧      数据帧        07     15 94 E5 3A 82 20 E8      
005708        0     019015169.0       接收     0000060C      标准帧      数据帧        07     02 94 E7 3A 82 20 CC      
005709        0     019015169.2       接收     0000060C      标准帧      数据帧        07     0D 8C E5 3A 02 20 E8      
005710        0     019015169.5       接收     0000060C      标准帧      数据帧        07     06 8C A5 3A 02 20 E8      
005711        0     019015169.7       接收     0000060C      标准帧      数据帧        07     12 94 E5 4A 82 20 E8      
005712        0     019015170.0       接收     0000060C      标准帧      数据帧        07     0E A5 27 8D 82 20 64      
005713        0     019015170.2       接收     0000060D      标准帧      数据帧        08     09 7D 0F A0 70 80 05 05      
005714        0     019015170.5       接收     0000060D      标准帧      数据帧        08     07 7F CF A6 70 80 19 0B      
005715        0     019015170.8       接收     0000060D      标准帧      数据帧        08     04 81 6F A0 70 80 05 05      
005716        0     019015171.0       接收     0000060D      标准帧      数据帧        08     03 80 CF A0 70 80 05 05      
005717        0     019015171.3       接收     0000060D      标准帧      数据帧        08     0B 7D 0F A0 70 80 05 05      
005718        0     019015171.6       接收     0000060D      标准帧      数据帧        08     00 7F 4F A0 70 80 05 05      
005719        0     019015171.9       接收     0000060D      标准帧      数据帧        08     0C 7D 0F A0 70 80 05 05      
005720        0     019015172.1       接收     0000060D      标准帧      数据帧        08     01 92 CF A0 70 80 05 05      
005721        0     019015172.4       接收     0000060D      标准帧      数据帧        08     05 7F CF A0 71 80 05 05      
005722        0     019015172.7       接收     0000060D      标准帧      数据帧        08     08 7F CF A0 70 80 05 05      
005723        0     019015172.9       接收     0000060D      标准帧      数据帧        08     0A 7E 6F A0 70 80 05 05      
005724        0     019015173.2       接收     0000060D      标准帧      数据帧        08     11 7F 0F A0 70 80 05 05      
005725        0     019015173.5       接收     0000060D      标准帧      数据帧        08     0F 7E 6F A0 70 80 05 05      
005726        0     019015173.7       接收     0000060D      标准帧      数据帧        08     15 7E EF A0 70 80 05 05      
005727        0     019015174.0       接收     0000060D      标准帧      数据帧        08     02 7D EF A0 70 80 05 05      
005728        0     019015174.3       接收     0000060D      标准帧      数据帧        08     0D 7E AF A0 70 80 05 05      
005729        0     019015174.5       接收     0000060D      标准帧      数据帧        08     06 7E AF A0 70 80 05 05      
005730        0     019015174.8       接收     0000060D      标准帧      数据帧        08     12 7F 4F A0 70 80 05 05      
005731        0     019015175.0       接收     0000060D      标准帧      数据帧        08     0E 7D 0F A0 70 80 05 05      
005732        0     019015175.2       接收     0000060E      标准帧      数据帧        04     09 00 00 00      
005733        0     019015175.4       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
005734        0     019015175.6       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
005735        0     019015175.8       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
005736        0     019015176.0       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
005737        0     019015176.2       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
005738        0     019015176.4       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
005739        0     019015176.6       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
005740        0     019015176.8       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
005741        0     019015177.0       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
005742        0     019015177.2       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
005743        0     019015177.4       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
005744        0     019015177.6       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
005745        0     019015177.7       接收     0000060E      标准帧      数据帧        04     15 00 00 00      
005746        0     019015177.9       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
005747        0     019015178.1       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
005748        0     019015178.3       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
005749        0     019015178.5       接收     0000060E      标准帧      数据帧        04     12 02 00 00      
005750        0     019015178.7       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
005751        0     019015235.3       接收     0000060A      标准帧      数据帧        04     14 43 29 10      
005752        0     019015235.6       接收     0000060B      标准帧      数据帧        08     09 4E 43 FE 80 60 01 71      
005753        0     019015235.8       接收     0000060B      标准帧      数据帧        08     07 4E 44 06 80 20 01 7F      
005754        0     019015236.1       接收     0000060B      标准帧      数据帧        08     04 4E 8B E9 80 1F C1 8A      
005755        0     019015236.3       接收     0000060B      标准帧      数据帧        08     03 4F 43 F2 80 60 A1 75      
005756        0     019015236.6       接收     0000060B      标准帧      数据帧        08     0B 4F 6B F9 80 1F A1 7C      
005757        0     019015236.9       接收     0000060B      标准帧      数据帧        08     00 4F EB FD 80 1F E1 82      
005758        0     019015237.1       接收     0000060B      标准帧      数据帧        08     0C 4F F4 06 80 20 81 86      
005759        0     019015237.4       接收     0000060B      标准帧      数据帧        08     01 4F F4 26 80 60 E1 7F      
005760        0     019015237.7       接收     0000060B      标准帧      数据帧        08     05 4F D4 32 80 22 44 7F      
005761        0     019015237.9       接收     0000060B      标准帧      数据帧        08     08 50 AC 12 80 20 21 78      
005762        0     019015238.2       接收     0000060B      标准帧      数据帧        08     0A 50 D4 24 80 60 01 86      
005763        0     019015238.4       接收     0000060B      标准帧      数据帧        08     11 51 04 18 80 20 21 84      
005764        0     019015238.7       接收     0000060B      标准帧      数据帧        08     0F 51 54 1A 80 1F C1 76      
005765        0     019015238.9       接收     0000060B      标准帧      数据帧        08     15 51 3C 28 80 20 01 8D      
005766        0     019015239.2       接收     0000060B      标准帧      数据帧        08     02 51 AC 23 80 5F A1 79      
005767        0     019015239.5       接收     0000060B      标准帧      数据帧        08     0D 51 8C 2E 80 1F C1 82      
005768        0     019015239.7       接收     0000060B      标准帧      数据帧        08     10 51 54 42 80 20 01 90      
005769        0     019015240.0       接收     0000060B      标准帧      数据帧        08     06 51 6C 43 80 1F E1 86      
005770        0     019015240.3       接收     0000060B      标准帧      数据帧        08     12 51 EC 49 80 1F C1 7B      
005771        0     019015240.5       接收     0000060B      标准帧      数据帧        08     0E 52 6C 44 80 60 01 7E      
005772        0     019015240.8       接收     0000060C      标准帧      数据帧        07     09 A5 2D 8D 82 20 6C      
005773        0     019015241.0       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
005774        0     019015241.3       接收     0000060C      标准帧      数据帧        07     04 9D 29 5B 02 20 E8      
005775        0     019015241.5       接收     0000060C      标准帧      数据帧        07     03 AD 71 7D 02 20 CC      
005776        0     019015241.8       接收     0000060C      标准帧      数据帧        07     0B 9D 29 8D 02 20 A8      
005777        0     019015242.0       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 02 20 CC      
005778        0     019015242.3       接收     0000060C      标准帧      数据帧        07     0C 9C E7 8C 82 20 A8      
005779        0     019015242.5       接收     0000060C      标准帧      数据帧        07     01 9D 2B 7C 02 20 CC      
005780        0     019015242.8       接收     0000060C      标准帧      数据帧        07     05 A5 6D 7C 01 C0 AC      
005781        0     019015243.0       接收     0000060C      标准帧      数据帧        07     08 94 E5 3A 02 20 E8      
