*********************************************************
CAN通信数据记录
CAN1波特率：500Kbps
CAN2波特率：1Mbps
日期：2018年07月09日
时间：17:48:05
*********************************************************

序列       通道号     时间标识     传输方向   帧ID(Hex)     帧类型      帧格式     数据长度  数据(Hex)
000844        0     019010445.3       接收     0000060D      标准帧      数据帧        08     10 7D 8F A0 70 80 05 05      
000845        0     019010445.6       接收     0000060D      标准帧      数据帧        08     08 7D 8F A0 70 80 05 05      
000846        0     019010445.9       接收     0000060D      标准帧      数据帧        08     0D 7E 0F A0 70 80 05 05      
000847        0     019010446.1       接收     0000060D      标准帧      数据帧        08     12 7D 0F A0 70 80 05 05      
000848        0     019010446.4       接收     0000060D      标准帧      数据帧        08     0A 7B 6F A0 70 80 05 05      
000849        0     019010446.6       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
000850        0     019010446.8       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
000851        0     019010447.0       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
000852        0     019010447.2       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
000853        0     019010447.4       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
000854        0     019010447.5       接收     0000060E      标准帧      数据帧        04     13 02 00 00      
000855        0     019010447.7       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
000856        0     019010447.9       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
000857        0     019010448.1       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
000858        0     019010448.3       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
000859        0     019010448.5       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
000860        0     019010448.7       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
000861        0     019010448.9       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
000862        0     019010449.1       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
000863        0     019010449.3       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
000864        0     019010449.5       接收     0000060E      标准帧      数据帧        04     10 02 00 00      
000865        0     019010449.7       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
000866        0     019010449.9       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
000867        0     019010450.0       接收     0000060E      标准帧      数据帧        04     12 02 00 00      
000868        0     019010450.2       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
000869        0     019010500.5       接收     0000060A      标准帧      数据帧        04     15 42 A5 10      
000870        0     019010500.8       接收     0000060B      标准帧      数据帧        08     07 4E 44 05 80 20 01 7E      
000871        0     019010501.0       接收     0000060B      标准帧      数据帧        08     09 4E 9B E9 80 20 21 97      
000872        0     019010501.3       接收     0000060B      标准帧      数据帧        08     02 4F 63 F6 80 20 01 78      
000873        0     019010501.5       接收     0000060B      标准帧      数据帧        08     00 4F E3 FC 80 1F E1 82      
000874        0     019010501.8       接收     0000060B      标准帧      数据帧        08     04 4F E4 06 80 1F E1 83      
000875        0     019010502.1       接收     0000060B      标准帧      数据帧        08     13 4F AC 26 80 20 01 7E      
000876        0     019010502.3       接收     0000060B      标准帧      数据帧        08     01 4F EC 28 80 20 01 81      
000877        0     019010502.6       接收     0000060B      标准帧      数据帧        08     0B 4F CC 2E 80 20 01 7B      
000878        0     019010502.9       接收     0000060B      标准帧      数据帧        08     03 50 AC 10 80 20 21 77      
000879        0     019010503.1       接收     0000060B      标准帧      数据帧        08     0E 4F EB BE 80 20 01 92      
000880        0     019010503.4       接收     0000060B      标准帧      数据帧        08     06 50 FC 14 80 1F A1 82      
000881        0     019010503.7       接收     0000060B      标准帧      数据帧        08     14 50 C3 D4 7F E0 01 8D      
000882        0     019010503.9       接收     0000060B      标准帧      数据帧        08     11 50 F4 1C 80 20 01 8B      
000883        0     019010504.2       接收     0000060B      标准帧      数据帧        08     0F 51 54 1B 80 1F 81 7D      
000884        0     019010504.4       接收     0000060B      标准帧      数据帧        08     05 51 3C 28 80 1F E1 8C      
000885        0     019010504.7       接收     0000060B      标准帧      数据帧        08     0C 51 84 31 80 20 01 8A      
000886        0     019010505.0       接收     0000060B      标准帧      数据帧        08     10 51 AC 27 80 1F C1 82      
000887        0     019010505.2       接收     0000060B      标准帧      数据帧        08     08 51 6C 43 80 1F E1 89      
000888        0     019010505.5       接收     0000060B      标准帧      数据帧        08     0D 51 3C 4C 80 1E 01 87      
000889        0     019010505.7       接收     0000060B      标准帧      数据帧        08     12 52 0C 1C 80 1F E1 76      
000890        0     019010506.0       接收     0000060B      标准帧      数据帧        08     0A 52 34 40 80 1F E1 78      
000891        0     019010506.3       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
000892        0     019010506.5       接收     0000060C      标准帧      数据帧        07     09 94 E7 4A 82 20 E8      
000893        0     019010506.7       接收     0000060C      标准帧      数据帧        07     02 8C A5 3A 02 20 E8      
000894        0     019010507.0       接收     0000060C      标准帧      数据帧        07     00 8C A5 3A 02 20 E8      
000895        0     019010507.2       接收     0000060C      标准帧      数据帧        07     04 94 E5 3A 02 20 E8      
000896        0     019010507.5       接收     0000060C      标准帧      数据帧        07     13 94 E5 3A 82 20 E8      
000897        0     019010507.7       接收     0000060C      标准帧      数据帧        07     01 8C A5 3A 82 20 E8      
000898        0     019010508.0       接收     0000060C      标准帧      数据帧        07     0B A5 2D 8D 82 20 A8      
000899        0     019010508.2       接收     0000060C      标准帧      数据帧        07     03 8C A5 3A 02 20 E8      
000900        0     019010508.5       接收     0000060C      标准帧      数据帧        07     0E A5 2D 8D 82 20 6C      
000901        0     019010508.7       接收     0000060C      标准帧      数据帧        07     06 94 E7 4A 82 20 CC      
000902        0     019010509.0       接收     0000060C      标准帧      数据帧        07     14 A5 27 8D 82 20 64      
000903        0     019010509.2       接收     0000060C      标准帧      数据帧        07     11 A5 2D 8D 82 20 6C      
000904        0     019010509.5       接收     0000060C      标准帧      数据帧        07     0F 9D 29 4A 82 20 CC      
000905        0     019010509.7       接收     0000060C      标准帧      数据帧        07     05 94 E5 3A 02 20 E8      
000906        0     019010510.0       接收     0000060C      标准帧      数据帧        07     0C 8C A5 3A 02 20 E8      
000907        0     019010510.2       接收     0000060C      标准帧      数据帧        07     10 95 27 4A 82 20 CC      
000908        0     019010510.5       接收     0000060C      标准帧      数据帧        07     08 94 E7 3A 82 20 CC      
000909        0     019010510.7       接收     0000060C      标准帧      数据帧        07     0D 9D 27 5B 02 20 A8      
000910        0     019010510.9       接收     0000060C      标准帧      数据帧        07     12 A5 2D 8D 82 20 68      
000911        0     019010511.2       接收     0000060C      标准帧      数据帧        07     0A 94 E7 3A 82 20 C8      
000912        0     019010511.5       接收     0000060D      标准帧      数据帧        08     07 7A EF A6 70 80 19 0B      
000913        0     019010511.7       接收     0000060D      标准帧      数据帧        08     09 7D CF A0 70 80 05 05      
000914        0     019010512.0       接收     0000060D      标准帧      数据帧        08     02 7B 8F A0 70 80 05 05      
000915        0     019010512.2       接收     0000060D      标准帧      数据帧        08     00 7C 0F A0 70 80 05 05      
000916        0     019010512.5       接收     0000060D      标准帧      数据帧        08     04 7C AF A0 70 80 05 05      
000917        0     019010512.8       接收     0000060D      标准帧      数据帧        08     13 7B 8F A0 70 80 05 05      
000918        0     019010513.0       接收     0000060D      标准帧      数据帧        08     01 7D 6F A0 70 80 05 05      
000919        0     019010513.3       接收     0000060D      标准帧      数据帧        08     0B 7B 0F A0 70 80 05 05      
000920        0     019010513.6       接收     0000060D      标准帧      数据帧        08     03 7B 8F A0 70 80 05 05      
000921        0     019010513.8       接收     0000060D      标准帧      数据帧        08     0E 7D 0F A0 70 80 05 05      
000922        0     019010514.1       接收     0000060D      标准帧      数据帧        08     06 7E 2F A0 70 80 05 05      
000923        0     019010514.4       接收     0000060D      标准帧      数据帧        08     14 7D 0F A0 70 80 05 05      
000924        0     019010514.6       接收     0000060D      标准帧      数据帧        08     11 7D 0F A0 70 80 05 05      
000925        0     019010514.9       接收     0000060D      标准帧      数据帧        08     0F 7D EF A0 70 80 05 05      
000926        0     019010515.2       接收     0000060D      标准帧      数据帧        08     05 7C 0F A0 70 80 05 05      
000927        0     019010515.4       接收     0000060D      标准帧      数据帧        08     0C 7C 2F A0 70 80 05 05      
000928        0     019010515.7       接收     0000060D      标准帧      数据帧        08     10 7D 8F A0 70 80 05 05      
000929        0     019010516.0       接收     0000060D      标准帧      数据帧        08     08 7D 8F A0 70 80 05 05      
000930        0     019010516.2       接收     0000060D      标准帧      数据帧        08     0D 7B AF A0 70 80 05 05      
000931        0     019010516.5       接收     0000060D      标准帧      数据帧        08     12 7B 6F A0 70 80 05 05      
000932        0     019010516.8       接收     0000060D      标准帧      数据帧        08     0A 7B 2F A0 70 80 05 05      
000933        0     019010517.0       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
000934        0     019010517.1       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
000935        0     019010517.3       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
000936        0     019010517.5       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
000937        0     019010517.7       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
000938        0     019010517.9       接收     0000060E      标准帧      数据帧        04     13 02 00 00      
000939        0     019010518.1       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
000940        0     019010518.3       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
000941        0     019010518.5       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
000942        0     019010518.7       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
000943        0     019010518.9       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
000944        0     019010519.1       接收     0000060E      标准帧      数据帧        04     14 02 00 00      
000945        0     019010519.3       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
000946        0     019010519.5       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
000947        0     019010519.6       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
000948        0     019010519.8       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
000949        0     019010520.0       接收     0000060E      标准帧      数据帧        04     10 02 00 00      
000950        0     019010520.2       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
000951        0     019010520.4       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
000952        0     019010520.6       接收     0000060E      标准帧      数据帧        04     12 02 00 00      
000953        0     019010520.8       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
000954        0     019010570.5       接收     0000060A      标准帧      数据帧        04     15 42 A7 10      
000955        0     019010570.8       接收     0000060B      标准帧      数据帧        08     07 4E 44 05 80 20 01 7E      
000956        0     019010571.0       接收     0000060B      标准帧      数据帧        08     09 4E 9B E9 80 20 21 97      
000957        0     019010571.3       接收     0000060B      标准帧      数据帧        08     02 4F 6B F6 80 20 01 76      
000958        0     019010571.5       接收     0000060B      标准帧      数据帧        08     00 4F E3 FC 80 1F E1 82      
000959        0     019010571.8       接收     0000060B      标准帧      数据帧        08     04 4F E4 06 80 1F E1 83      
000960        0     019010572.1       接收     0000060B      标准帧      数据帧        08     13 4F AC 25 80 1F E1 7D      
000961        0     019010572.3       接收     0000060B      标准帧      数据帧        08     01 4F EC 28 80 1F E1 81      
000962        0     019010572.6       接收     0000060B      标准帧      数据帧        08     0B 4F CC 2E 80 20 01 7B      
000963        0     019010572.9       接收     0000060B      标准帧      数据帧        08     03 50 AC 0F 80 20 01 76      
000964        0     019010573.1       接收     0000060B      标准帧      数据帧        08     0E 4F EB BE 80 20 01 92      
000965        0     019010573.4       接收     0000060B      标准帧      数据帧        08     06 50 FC 14 80 1F A1 82      
000966        0     019010573.7       接收     0000060B      标准帧      数据帧        08     14 50 B3 D1 80 1F 61 8E      
000967        0     019010573.9       接收     0000060B      标准帧      数据帧        08     11 50 F4 1C 80 20 01 8B      
000968        0     019010574.2       接收     0000060B      标准帧      数据帧        08     0F 51 54 1D 80 1F A1 7F      
000969        0     019010574.4       接收     0000060B      标准帧      数据帧        08     05 51 3C 28 80 1F E1 8C      
000970        0     019010574.7       接收     0000060B      标准帧      数据帧        08     0C 51 84 31 80 20 01 8A      
000971        0     019010575.0       接收     0000060B      标准帧      数据帧        08     10 51 AC 27 80 1F E1 83      
000972        0     019010575.2       接收     0000060B      标准帧      数据帧        08     0D 51 3C 4B 80 1E 01 87      
000973        0     019010575.5       接收     0000060B      标准帧      数据帧        08     08 51 6C 43 80 1F E1 88      
000974        0     019010575.8       接收     0000060B      标准帧      数据帧        08     12 52 0C 1C 80 1F E1 76      
000975        0     019010576.0       接收     0000060B      标准帧      数据帧        08     0A 52 34 40 80 1F E1 78      
000976        0     019010576.3       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
000977        0     019010576.5       接收     0000060C      标准帧      数据帧        07     09 94 E7 4A 82 20 CC      
000978        0     019010576.8       接收     0000060C      标准帧      数据帧        07     02 8C A5 3A 02 20 E8      
000979        0     019010577.0       接收     0000060C      标准帧      数据帧        07     00 8C A3 3A 02 20 E8      
000980        0     019010577.3       接收     0000060C      标准帧      数据帧        07     04 94 E5 3A 82 20 CC      
000981        0     019010577.5       接收     0000060C      标准帧      数据帧        07     13 94 E5 3A 82 20 E8      
000982        0     019010577.8       接收     0000060C      标准帧      数据帧        07     01 8C A5 3A 02 20 E8      
000983        0     019010578.0       接收     0000060C      标准帧      数据帧        07     0B A5 6F 8D 82 20 AC      
000984        0     019010578.3       接收     0000060C      标准帧      数据帧        07     03 8C A5 3A 02 20 E8      
000985        0     019010578.5       接收     0000060C      标准帧      数据帧        07     0E A5 6F 8D 82 20 4C      
000986        0     019010578.7       接收     0000060C      标准帧      数据帧        07     06 94 E7 4A 82 20 CC      
000987        0     019010579.0       接收     0000060C      标准帧      数据帧        07     14 A5 29 8D 02 20 A8      
000988        0     019010579.2       接收     0000060C      标准帧      数据帧        07     11 A5 6F 8D 82 20 4C      
000989        0     019010579.5       接收     0000060C      标准帧      数据帧        07     0F 94 E7 3A 82 20 E8      
000990        0     019010579.7       接收     0000060C      标准帧      数据帧        07     05 94 E5 3A 82 20 CC      
000991        0     019010580.0       接收     0000060C      标准帧      数据帧        07     0C 94 E5 3A 82 20 CC      
000992        0     019010580.2       接收     0000060C      标准帧      数据帧        07     10 94 E5 4A 82 20 E8      
000993        0     019010580.5       接收     0000060C      标准帧      数据帧        07     0D 9D 29 5B 02 20 AC      
000994        0     019010580.7       接收     0000060C      标准帧      数据帧        07     08 94 E5 3A 82 20 E8      
000995        0     019010581.0       接收     0000060C      标准帧      数据帧        07     12 A5 6F 8D 82 20 4C      
000996        0     019010581.2       接收     0000060C      标准帧      数据帧        07     0A 94 E7 3A 82 20 C8      
000997        0     019010581.5       接收     0000060D      标准帧      数据帧        08     07 7B 2F A6 70 80 19 0B      
000998        0     019010581.7       接收     0000060D      标准帧      数据帧        08     09 7D CF A0 70 80 05 05      
000999        0     019010582.0       接收     0000060D      标准帧      数据帧        08     02 7B 8F A0 70 80 05 05      
001000        0     019010582.3       接收     0000060D      标准帧      数据帧        08     00 7C CF A0 70 80 05 05      
001001        0     019010582.6       接收     0000060D      标准帧      数据帧        08     04 7C AF A0 70 80 05 05      
001002        0     019010582.8       接收     0000060D      标准帧      数据帧        08     13 7B 8F A0 70 80 05 05      
001003        0     019010583.1       接收     0000060D      标准帧      数据帧        08     01 7C CF A0 70 80 05 05      
001004        0     019010583.4       接收     0000060D      标准帧      数据帧        08     0B 7B 0F A0 70 80 05 05      
001005        0     019010583.6       接收     0000060D      标准帧      数据帧        08     03 7B AF A0 70 80 05 05      
001006        0     019010583.9       接收     0000060D      标准帧      数据帧        08     0E 7D 0F A0 70 80 05 05      
001007        0     019010584.2       接收     0000060D      标准帧      数据帧        08     06 7E 2F A0 70 80 05 05      
001008        0     019010584.4       接收     0000060D      标准帧      数据帧        08     14 8D 0F A0 70 80 05 05      
001009        0     019010584.7       接收     0000060D      标准帧      数据帧        08     11 7D 0F A0 70 80 05 05      
001010        0     019010585.0       接收     0000060D      标准帧      数据帧        08     0F 7C 6F A0 70 80 05 05      
001011        0     019010585.2       接收     0000060D      标准帧      数据帧        08     05 7C 0F A0 70 80 05 05      
001012        0     019010585.5       接收     0000060D      标准帧      数据帧        08     0C 7C 2F A0 70 80 05 05      
001013        0     019010585.8       接收     0000060D      标准帧      数据帧        08     10 7C 4F A0 70 80 05 05      
001014        0     019010586.0       接收     0000060D      标准帧      数据帧        08     0D 7B AF A0 70 80 05 05      
001015        0     019010586.3       接收     0000060D      标准帧      数据帧        08     08 7C 6F A0 70 80 05 05      
001016        0     019010586.6       接收     0000060D      标准帧      数据帧        08     12 7B 6F A0 70 80 05 05      
001017        0     019010586.8       接收     0000060D      标准帧      数据帧        08     0A 7B 6F A0 70 80 05 05      
001018        0     019010587.0       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
001019        0     019010587.2       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
001020        0     019010587.4       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
001021        0     019010587.6       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
001022        0     019010587.8       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
001023        0     019010588.0       接收     0000060E      标准帧      数据帧        04     13 02 00 00      
001024        0     019010588.2       接收     0000060E      标准帧      数据帧        04     01 03 00 00      
001025        0     019010588.4       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
001026        0     019010588.6       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
001027        0     019010588.8       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
001028        0     019010588.9       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
001029        0     019010589.1       接收     0000060E      标准帧      数据帧        04     14 02 00 00      
001030        0     019010589.3       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
001031        0     019010589.5       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
001032        0     019010589.7       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
001033        0     019010589.9       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
001034        0     019010590.1       接收     0000060E      标准帧      数据帧        04     10 02 00 00      
001035        0     019010590.3       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
001036        0     019010590.5       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
001037        0     019010590.7       接收     0000060E      标准帧      数据帧        04     12 02 00 00      
001038        0     019010590.9       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
001039        0     019010645.5       接收     0000060A      标准帧      数据帧        04     14 42 A9 10      
001040        0     019010645.8       接收     0000060B      标准帧      数据帧        08     07 4E 44 05 80 20 01 7E      
001041        0     019010646.0       接收     0000060B      标准帧      数据帧        08     09 4E 9B EA 80 20 21 97      
001042        0     019010646.3       接收     0000060B      标准帧      数据帧        08     02 4F 6B F5 80 20 01 77      
001043        0     019010646.5       接收     0000060B      标准帧      数据帧        08     00 4F E3 FC 80 1F E1 83      
001044        0     019010646.8       接收     0000060B      标准帧      数据帧        08     04 4F EC 05 80 1F E1 82      
001045        0     019010647.1       接收     0000060B      标准帧      数据帧        08     13 4F AC 25 80 1F E1 7D      
001046        0     019010647.3       接收     0000060B      标准帧      数据帧        08     0B 4F DC 2B 80 1F 01 7D      
001047        0     019010647.6       接收     0000060B      标准帧      数据帧        08     03 50 AC 0F 80 20 01 77      
001048        0     019010647.9       接收     0000060B      标准帧      数据帧        08     0E 4F EB BE 80 20 01 92      
001049        0     019010648.1       接收     0000060B      标准帧      数据帧        08     06 50 FC 13 80 1F A1 7B      
001050        0     019010648.4       接收     0000060B      标准帧      数据帧        08     14 50 B3 D0 80 5F 61 90      
001051        0     019010648.6       接收     0000060B      标准帧      数据帧        08     11 50 F4 1C 80 20 01 8B      
001052        0     019010648.9       接收     0000060B      标准帧      数据帧        08     0F 51 54 1D 80 1F A1 7F      
001053        0     019010649.2       接收     0000060B      标准帧      数据帧        08     05 51 3C 27 80 1F C1 8C      
001054        0     019010649.4       接收     0000060B      标准帧      数据帧        08     0C 51 84 31 80 20 01 8A      
001055        0     019010649.7       接收     0000060B      标准帧      数据帧        08     10 51 AC 28 80 1F E1 85      
001056        0     019010649.9       接收     0000060B      标准帧      数据帧        08     0D 51 3C 49 80 1E 01 87      
001057        0     019010650.2       接收     0000060B      标准帧      数据帧        08     08 51 6C 44 80 1F E1 88      
001058        0     019010650.5       接收     0000060B      标准帧      数据帧        08     12 52 0C 1C 80 1F E1 76      
001059        0     019010650.7       接收     0000060B      标准帧      数据帧        08     0A 52 34 40 80 20 01 77      
001060        0     019010651.0       接收     0000060C      标准帧      数据帧        07     07 84 63 3A 02 20 E8      
001061        0     019010651.2       接收     0000060C      标准帧      数据帧        07     09 94 E7 4A 82 20 CC      
001062        0     019010651.5       接收     0000060C      标准帧      数据帧        07     02 8C A5 3A 02 20 E8      
001063        0     019010651.7       接收     0000060C      标准帧      数据帧        07     00 8C A3 3A 02 20 E8      
001064        0     019010652.0       接收     0000060C      标准帧      数据帧        07     04 94 E5 3A 82 20 E8      
001065        0     019010652.2       接收     0000060C      标准帧      数据帧        07     13 94 E5 3A 82 20 CC      
001066        0     019010652.5       接收     0000060C      标准帧      数据帧        07     0B A5 2D 7C 82 20 E8      
001067        0     019010652.7       接收     0000060C      标准帧      数据帧        07     03 8C A5 3A 02 20 E8      
001068        0     019010653.0       接收     0000060C      标准帧      数据帧        07     0E AD 71 8D 82 20 4C      
001069        0     019010653.2       接收     0000060C      标准帧      数据帧        07     06 94 E7 4A 82 20 C8      
001070        0     019010653.5       接收     0000060C      标准帧      数据帧        07     14 9C E7 7C 02 20 C8      
001071        0     019010653.7       接收     0000060C      标准帧      数据帧        07     11 AD 71 8D 82 20 4C      
001072        0     019010654.0       接收     0000060C      标准帧      数据帧        07     0F 94 E7 4A 82 20 CC      
001073        0     019010654.2       接收     0000060C      标准帧      数据帧        07     05 94 E5 3A 82 20 E8      
001074        0     019010654.5       接收     0000060C      标准帧      数据帧        07     0C 94 E5 3A 82 20 CC      
001075        0     019010654.7       接收     0000060C      标准帧      数据帧        07     10 94 E5 4A 82 20 E8      
001076        0     019010654.9       接收     0000060C      标准帧      数据帧        07     0D 9D 29 5B 02 20 AC      
001077        0     019010655.2       接收     0000060C      标准帧      数据帧        07     08 94 E5 3A 02 20 E8      
001078        0     019010655.4       接收     0000060C      标准帧      数据帧        07     12 A5 71 8D 82 20 4C      
001079        0     019010655.7       接收     0000060C      标准帧      数据帧        07     0A 94 E7 3A 82 20 C8      
001080        0     019010656.0       接收     0000060D      标准帧      数据帧        08     07 7E 4F A6 70 80 19 0B      
001081        0     019010656.2       接收     0000060D      标准帧      数据帧        08     09 7D CF A0 70 80 05 05      
001082        0     019010656.5       接收     0000060D      标准帧      数据帧        08     02 7D CF A0 70 80 05 05      
001083        0     019010656.7       接收     0000060D      标准帧      数据帧        08     00 7E 0F A0 70 80 05 05      
001084        0     019010657.0       接收     0000060D      标准帧      数据帧        08     04 7D EF A0 70 80 05 05      
001085        0     019010657.3       接收     0000060D      标准帧      数据帧        08     13 7B 8F A0 70 80 05 05      
001086        0     019010657.5       接收     0000060D      标准帧      数据帧        08     0B 85 AF A0 70 80 05 05      
001087        0     019010657.8       接收     0000060D      标准帧      数据帧        08     03 7D AF A0 70 80 05 05      
001088        0     019010658.1       接收     0000060D      标准帧      数据帧        08     0E 7D 0F A0 70 80 05 05      
001089        0     019010658.3       接收     0000060D      标准帧      数据帧        08     06 7E 4F A0 70 80 05 05      
001090        0     019010658.6       接收     0000060D      标准帧      数据帧        08     14 99 CF A0 70 80 05 05      
001091        0     019010658.9       接收     0000060D      标准帧      数据帧        08     11 7D 0F A0 70 80 05 05      
001092        0     019010659.1       接收     0000060D      标准帧      数据帧        08     0F 7C 6F A0 70 80 05 05      
001093        0     019010659.4       接收     0000060D      标准帧      数据帧        08     05 7D 8F A0 70 80 05 05      
001094        0     019010659.7       接收     0000060D      标准帧      数据帧        08     0C 7C 2F A0 70 80 05 05      
001095        0     019010659.9       接收     0000060D      标准帧      数据帧        08     10 7D 4F A0 70 80 05 05      
001096        0     019010660.2       接收     0000060D      标准帧      数据帧        08     0D 7B AF A0 70 80 05 05      
001097        0     019010660.5       接收     0000060D      标准帧      数据帧        08     08 7D AF A0 70 80 05 05      
001098        0     019010660.7       接收     0000060D      标准帧      数据帧        08     12 7B 6F A0 70 80 05 05      
001099        0     019010661.0       接收     0000060D      标准帧      数据帧        08     0A 7C 8F A0 70 80 05 05      
001100        0     019010661.2       接收     0000060E      标准帧      数据帧        04     07 00 00 00      
001101        0     019010661.4       接收     0000060E      标准帧      数据帧        04     09 02 00 00      
001102        0     019010661.6       接收     0000060E      标准帧      数据帧        04     02 03 00 00      
001103        0     019010661.8       接收     0000060E      标准帧      数据帧        04     00 03 00 00      
001104        0     019010661.9       接收     0000060E      标准帧      数据帧        04     04 03 00 00      
001105        0     019010662.1       接收     0000060E      标准帧      数据帧        04     13 02 00 00      
001106        0     019010662.3       接收     0000060E      标准帧      数据帧        04     0B 02 00 00      
001107        0     019010662.5       接收     0000060E      标准帧      数据帧        04     03 03 00 00      
001108        0     019010662.7       接收     0000060E      标准帧      数据帧        04     0E 02 00 00      
001109        0     019010662.9       接收     0000060E      标准帧      数据帧        04     06 02 00 00      
001110        0     019010663.1       接收     0000060E      标准帧      数据帧        04     14 00 00 00      
001111        0     019010663.3       接收     0000060E      标准帧      数据帧        04     11 02 00 00      
001112        0     019010663.5       接收     0000060E      标准帧      数据帧        04     0F 02 00 00      
001113        0     019010663.7       接收     0000060E      标准帧      数据帧        04     05 03 00 00      
001114        0     019010663.9       接收     0000060E      标准帧      数据帧        04     0C 02 00 00      
001115        0     019010664.1       接收     0000060E      标准帧      数据帧        04     10 02 00 00      
001116        0     019010664.3       接收     0000060E      标准帧      数据帧        04     0D 02 00 00      
001117        0     019010664.5       接收     0000060E      标准帧      数据帧        04     08 02 00 00      
001118        0     019010664.7       接收     0000060E      标准帧      数据帧        04     12 02 00 00      
001119        0     019010664.9       接收     0000060E      标准帧      数据帧        04     0A 02 00 00      
001120        0     019010715.5       接收     0000060A      标准帧      数据帧        04     15 42 AB 10      
001121        0     019010715.8       接收     0000060B      标准帧      数据帧        08     07 4E 44 05 80 20 01 7F      
001122        0     019010716.0       接收     0000060B      标准帧      数据帧        08     09 4E 9B EA 80 20 21 98      
001123        0     019010716.3       接收     0000060B      标准帧      数据帧        08     02 4F 63 F6 80 20 01 79      
001124        0     019010716.5       接收     0000060B      标准帧      数据帧        08     04 4F E4 06 80 1F E1 83      
001125        0     019010716.8       接收     0000060B      标准帧      数据帧        08     00 4F E3 FC 80 1F E1 83      
001126        0     019010717.1       接收     0000060B      标准帧      数据帧        08     13 4F AC 25 80 1F E1 7D      
001127        0     019010717.3       接收     0000060B      标准帧      数据帧        08     0B 4F D4 2C 80 5F 81 7D      
001128        0     019010717.6       接收     0000060B      标准帧      数据帧        08     03 50 AC 10 80 20 21 78      
001129        0     019010717.8       接收     0000060B      标准帧      数据帧        08     0E 4F EB BE 80 60 21 91      
001130        0     019010718.1       接收     0000060B      标准帧      数据帧        08     06 50 FC 13 80 1F A1 7B      
001131        0     019010718.4       接收     0000060B      标准帧      数据帧        08     11 50 FC 1B 80 1F E1 8B      
001132        0     019010718.6       接收     0000060B      标准帧      数据帧        08     14 50 BB D0 80 5F 61 90      
001133        0     019010718.9       接收     0000060B      标准帧      数据帧        08     0F 51 54 1D 80 1F A1 7B      
001134        0     019010719.1       接收     0000060B      标准帧      数据帧        08     05 51 3C 28 80 1F E1 8D      
001135        0     019010719.4       接收     0000060B      标准帧      数据帧        08     0C 51 84 32 80 20 01 8C      
001136        0     019010719.7       接收     0000060B      标准帧      数据帧        08     10 51 AC 28 80 1F E1 85      
001137        0     019010719.9       接收     0000060B      标准帧      数据帧        08     0D 51 3C 48 80 1E 03 87      
